index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed
443,20.0,初中,男,170.2,66.7,重,未婚,父母双亡,没有孩子,平原,通畅,烈风,大到暴雪,大,0.927,114.0
444,41.0,高中及以上,男,167.6,89.8,轻,已婚,父母双亡,有一子女,有山,通畅,强风,雾,大,0.395,108.0
447,37.0,高中及以上,女,160.0,85.3,中,已婚,父母双亡,有多个子女,有山,堵车,软风,中雪,小,0.743,129.0
451,19.0,高中及以上,男,177.8,68.0,重,已婚,父母双亡,有一子女,平原,通畅,无风,多云,小,0.08,109.0
455,25.0,高中及以上,男,170.2,63.0,中,已婚,有一父或一母,有一子女,平原,堵车,软风,暴雨,小,0.604,113.0
456,33.0,高中及以上,男,185.4,101.2,轻,丧偶,父母双亡,有多个子女,平原,通畅,暴风,小雪,小,0.055999999999999994,125.0
457,34.0,高中及以上,男,180.3,130.6,中,丧偶,父母双亡,有多个子女,有山,堵车,软风,小雨,中,0.985,90.0
461,21.0,初中,男,174.42525773195877,81.2,中,已婚,父母双亡,有一子女,有山,堵车,大风,雨夹雪,小,0.825,115.0
463,43.0,初中,男,170.2,99.8,中,丧偶,有一父或一母,有多个子女,有山,通畅,和风,大到暴雪,中,0.868,122.0
464,31.0,高中及以上,男,177.8,97.1,中,未婚,有一父或一母,没有孩子,平原,通畅,强风,中雨,小,0.504,111.0
465,30.0,初中,男,170.2,91.6,重,丧偶,父母健在,没有孩子,平原,通畅,疾风,雷阵雨,大,0.33799999999999997,111.0
466,36.0,初中,男,162.6,87.5,轻,已婚,父母健在,有一子女,平原,堵车,软风,小雨,小,0.778,106.0
470,25.0,初中,男,167.6,78.9,中,已婚,有一父或一母,有多个子女,有山,通畅,烈风,霜冻,大,0.71,116.0
473,21.0,初中,男,175.3,93.9,重,未婚,父母双亡,没有孩子,平原,堵车,软风,暴雨,中,0.009000000000000001,103.0
474,38.0,初中,男,175.3,99.3,重,丧偶,父母健在,没有孩子,平原,通畅,劲风,冻雨,大,0.596,104.0
480,25.0,初中,男,167.6,68.0,轻,丧偶,父母双亡,有多个子女,有山,堵车,狂风,多云,中,0.098,126.0
481,31.0,小学及以下,男,180.3,79.4,轻,未婚,父母双亡,没有孩子,平原,堵车,无风,冰雹,中,0.59,107.0
482,31.0,小学及以下,男,172.7,92.1,轻,丧偶,父母双亡,没有孩子,有山,堵车,轻风,小雨,大,0.9590000000000001,122.0
483,31.0,初中,男,170.2,119.7,重,未婚,父母双亡,没有孩子,有山,堵车,台风,大到暴雪,大,0.348,121.0
485,23.0,初中,男,174.42525773195877,85.3,轻,离异,父母双亡,有多个子女,平原,通畅,劲风,雨夹雪,小,0.33799999999999997,93.0
486,23.0,初中,男,172.7,83.5,轻,未婚,有一父或一母,没有孩子,平原,通畅,强风,大到暴雪,小,0.302,104.0
488,39.0,高中及以上,男,177.8,77.1,轻,离异,父母健在,有一子女,有山,通畅,强风,暴雨,大,0.47700000000000004,110.0
489,32.0,初中,男,170.2,104.8,中,离异,有一父或一母,有多个子女,平原,通畅,无风,暴雨,小,0.298,112.0
497,19.0,初中,男,172.7,70.8,中,未婚,父母健在,没有孩子,平原,通畅,软风,小雪,大,0.836,120.0
502,36.0,高中及以上,男,188.0,94.8,轻,离异,有一父或一母,有一子女,有山,堵车,和风,大雨,中,0.9990000000000001,108.0
503,30.0,高中及以上,男,190.5,128.8,轻,已婚,父母双亡,没有孩子,平原,堵车,软风,雨夹雪,中,0.8540000000000001,108.0
504,46.0,初中,男,188.0,86.2,中,离异,有一父或一母,有一子女,平原,堵车,劲风,雾,中,0.888,119.0
505,30.0,高中及以上,男,172.7,75.7,中,丧偶,父母健在,没有孩子,有山,堵车,软风,晴,大,0.035,113.0
507,36.0,高中及以上,男,175.3,104.3,重,离异,有一父或一母,有一子女,有山,堵车,轻风,雷阵雨,中,0.263,103.0
508,32.0,高中及以上,男,182.9,77.1,重,已婚,父母健在,没有孩子,有山,通畅,微风,冰雹,中,0.252,103.0
509,20.0,高中及以上,男,170.2,61.2,轻,丧偶,父母双亡,有一子女,有山,通畅,软风,小雨,小,0.154,100.0
510,22.0,初中,男,170.2,83.5,重,丧偶,父母健在,有多个子女,有山,堵车,软风,冻雨,大,0.48700000000000004,103.0
511,30.0,初中,男,160.0,71.7,轻,已婚,有一父或一母,有一子女,有山,堵车,烈风,雷阵雨,大,0.26,107.0
513,24.0,高中及以上,男,180.3,78.9,重,已婚,父母双亡,没有孩子,平原,通畅,软风,阴天,小,0.527,123.0
514,23.0,高中及以上,男,170.2,93.0,轻,未婚,有一父或一母,没有孩子,有山,通畅,强风,小雨,大,0.9109999999999999,110.0
517,27.0,高中及以上,男,180.3,118.4,重,已婚,有一父或一母,有多个子女,平原,通畅,劲风,小雨,中,0.256,127.0
518,24.0,初中,男,180.3,88.0,重,离异,父母双亡,没有孩子,有山,堵车,无风,雷阵雨,中,0.624,111.0
519,22.0,初中,男,172.7,76.7,重,离异,父母健在,没有孩子,平原,堵车,强风,晴,小,0.057,123.0
524,25.0,初中,男,175.3,71.2,重,离异,父母健在,没有孩子,平原,堵车,台风,雾,中,0.541,128.0
525,19.0,初中,男,167.6,64.4,轻,未婚,有一父或一母,没有孩子,平原,通畅,软风,中雨,中,0.154,129.0
528,23.0,初中,男,177.8,73.9,轻,未婚,有一父或一母,没有孩子,平原,堵车,微风,阴天,大,0.789,110.0
531,28.0,高中及以上,男,160.0,78.0,轻,已婚,有一父或一母,有多个子女,有山,堵车,无风,暴雨,大,0.9440000000000001,105.0
532,21.0,初中,男,177.8,79.8,重,丧偶,父母双亡,有一子女,平原,堵车,疾风,冰雹,中,0.9359999999999999,112.0
533,19.0,高中及以上,男,182.9,74.8,重,丧偶,父母双亡,有一子女,有山,通畅,微风,中雪,中,0.607,108.0
534,36.0,小学及以下,男,177.8,101.6,重,丧偶,父母健在,有一子女,有山,堵车,无风,阴天,中,0.212,126.0
535,33.0,高中及以上,男,185.4,113.4,中,未婚,有一父或一母,没有孩子,平原,堵车,强风,晴,小,0.7709999999999999,95.0
537,23.0,初中,男,177.8,93.9,中,未婚,父母健在,没有孩子,平原,堵车,软风,雷阵雨,大,0.8420000000000001,110.0
538,20.0,初中,男,180.3,99.8,重,离异,父母双亡,有多个子女,平原,堵车,疾风,小雪,中,0.557,101.0
545,22.0,高中及以上,男,177.8,101.6,中,丧偶,父母健在,有一子女,平原,通畅,轻风,冰雹,中,0.287,124.0
546,26.0,初中,男,154.9,103.0,轻,未婚,父母健在,没有孩子,有山,堵车,暴风,冻雨,大,0.7490000000000001,120.0
549,23.0,高中及以上,男,170.2,91.2,中,丧偶,有一父或一母,有多个子女,平原,堵车,微风,冰雹,小,0.8029999999999999,116.0
551,23.0,初中,男,167.6,66.7,中,未婚,有一父或一母,没有孩子,平原,堵车,劲风,阴天,中,0.917,104.0
553,51.0,高中及以上,男,175.3,89.8,重,未婚,有一父或一母,没有孩子,有山,堵车,和风,中雪,大,0.708,126.0
555,29.0,高中及以上,男,175.3,81.6,重,已婚,有一父或一母,有一子女,平原,堵车,台风,雾,中,0.529,121.0
556,28.0,初中,男,182.9,94.3,重,已婚,有一父或一母,没有孩子,平原,堵车,狂风,中雨,大,0.893,118.0
557,25.0,初中,男,180.3,70.3,重,未婚,父母双亡,没有孩子,平原,堵车,疾风,中雪,大,0.452,108.0
558,34.0,初中,男,177.8,85.7,重,离异,父母双亡,没有孩子,平原,通畅,和风,小雪,小,0.488,99.0
559,21.0,高中及以上,男,170.2,74.8,中,未婚,父母健在,没有孩子,平原,通畅,暴风,小雪,小,0.575,95.0
560,24.0,高中及以上,男,177.8,74.8,轻,未婚,父母健在,没有孩子,平原,通畅,大风,中雪,小,0.693,97.0
564,38.0,初中,男,160.0,59.0,中,丧偶,有一父或一母,有一子女,平原,通畅,微风,晴,大,0.33299999999999996,117.0
567,31.0,初中,男,175.1,70.0,轻,已婚,父母健在,有多个子女,有山,通畅,轻风,暴雨,大,0.9620000000000001,104.0
573,34.0,高中及以上,男,182.9,79.4,中,未婚,有一父或一母,没有孩子,有山,通畅,轻风,大雨,小,0.738,123.0
575,34.0,高中及以上,男,167.6,75.7,中,丧偶,父母双亡,没有孩子,平原,通畅,强风,中雨,大,0.20800000000000002,116.0
576,28.0,高中及以上,男,172.7,65.8,轻,丧偶,父母健在,没有孩子,有山,通畅,疾风,雨夹雪,大,0.966,119.0
579,40.0,高中及以上,男,180.3,71.2,中,已婚,父母双亡,有一子女,有山,堵车,烈风,阴天,大,0.109,118.0
580,23.0,高中及以上,女,163.6,58.1,重,丧偶,父母健在,有多个子女,有山,堵车,和风,小雪,小,0.063,105.0
582,20.0,高中及以上,男,170.1,61.2,轻,离异,父母双亡,有多个子女,平原,堵车,微风,中雨,中,0.081,119.0
586,40.0,高中及以上,男,180.3,106.6,轻,丧偶,父母双亡,没有孩子,平原,通畅,大风,小雪,中,0.902,116.0
588,35.0,高中及以上,男,177.8,63.5,重,离异,有一父或一母,有多个子女,有山,通畅,软风,霜冻,中,0.599,126.0
589,25.0,高中及以上,男,175.3,113.4,重,丧偶,父母双亡,有多个子女,有山,堵车,烈风,霜冻,中,0.021,116.0
593,23.0,高中及以上,男,180.3,74.8,中,丧偶,有一父或一母,没有孩子,平原,堵车,强风,雾,中,0.29100000000000004,105.0
597,30.0,初中,男,165.1,80.3,轻,离异,父母双亡,有多个子女,平原,堵车,强风,雨夹雪,大,0.698,106.0
606,24.0,初中,男,180.3,81.6,中,未婚,父母双亡,没有孩子,有山,通畅,微风,中雪,小,0.867,109.0
607,21.0,高中及以上,男,180.3,73.0,轻,离异,父母健在,有多个子女,平原,堵车,台风,阴天,中,0.48700000000000004,113.0
608,28.0,高中及以上,男,172.7,89.8,轻,离异,有一父或一母,没有孩子,平原,通畅,劲风,多云,中,0.196,111.0
610,47.0,高中及以上,男,193.0,81.2,中,离异,有一父或一母,没有孩子,有山,堵车,和风,暴雨,小,0.5920000000000001,110.0
611,42.0,高中及以上,男,177.8,89.8,重,已婚,有一父或一母,有一子女,有山,堵车,和风,小雪,小,0.46799999999999997,128.0
612,28.0,高中及以上,男,167.6,92.5,重,离异,有一父或一母,没有孩子,有山,通畅,烈风,多云,小,0.313,96.0
613,34.0,初中,男,188.0,99.3,轻,已婚,父母健在,有一子女,平原,通畅,微风,暴雨,大,0.607,92.0
614,39.0,高中及以上,男,182.9,88.9,重,丧偶,父母健在,没有孩子,有山,堵车,微风,霜冻,大,0.978,107.0
618,40.0,初中,男,177.8,134.3,轻,未婚,有一父或一母,没有孩子,有山,通畅,疾风,冰雹,中,0.293,92.0
622,20.0,初中,男,167.6,70.8,轻,已婚,父母双亡,没有孩子,平原,通畅,大风,小雨,中,0.807,104.0
624,22.0,初中,男,170.2,63.5,中,离异,父母双亡,有一子女,平原,通畅,疾风,雨夹雪,大,0.47100000000000003,101.0
625,20.0,高中及以上,男,175.3,81.2,重,丧偶,父母健在,没有孩子,平原,通畅,软风,冻雨,小,0.586,111.0
626,22.0,初中,男,177.8,71.2,轻,未婚,父母双亡,没有孩子,平原,通畅,劲风,阴天,中,0.004,119.0
630,40.0,初中,男,174.42525773195877,105.2,轻,丧偶,有一父或一母,有一子女,平原,通畅,轻风,小雨,中,0.337,126.0
632,30.0,初中,女,160.0,85.7,重,已婚,父母双亡,没有孩子,平原,通畅,劲风,雷阵雨,中,0.171,103.0
633,27.0,初中,男,170.2,84.4,中,丧偶,父母健在,没有孩子,有山,通畅,烈风,雨夹雪,中,0.7559999999999999,108.0
634,30.0,小学及以下,男,157.5,86.2,中,已婚,父母健在,有一子女,平原,通畅,劲风,冰雹,中,0.586,111.0
635,36.0,初中,男,175.3,88.5,中,丧偶,父母双亡,有多个子女,平原,堵车,狂风,大雨,大,0.647,109.0
638,45.0,高中及以上,女,157.5,64.0,中,离异,父母双亡,有一子女,平原,通畅,台风,大到暴雪,中,0.064,124.0
639,38.0,初中,男,175.3,76.7,重,丧偶,有一父或一母,没有孩子,平原,堵车,狂风,小雨,大,0.833,104.0
640,29.0,高中及以上,男,175.3,85.3,轻,离异,父母双亡,没有孩子,平原,堵车,软风,中雨,中,0.603,119.0
641,24.0,初中,男,172.7,90.7,轻,丧偶,父母双亡,有多个子女,平原,堵车,大风,雨夹雪,中,0.726,117.0
642,20.0,初中,男,170.2,66.7,轻,离异,父母双亡,没有孩子,有山,通畅,暴风,晴,中,0.8029999999999999,123.0
643,41.0,高中及以上,男,167.6,89.8,中,已婚,父母双亡,有多个子女,有山,堵车,烈风,霜冻,大,0.366,122.0
644,31.0,高中及以上,男,167.6,68.0,重,已婚,父母健在,有一子女,有山,通畅,强风,中雪,中,0.069,123.0
648,24.0,高中及以上,男,172.7,69.4,轻,丧偶,父母双亡,有多个子女,有山,堵车,台风,霜冻,大,0.977,99.0
649,26.0,小学及以下,男,170.2,80.7,中,已婚,父母双亡,没有孩子,有山,堵车,暴风,暴雨,大,0.12300000000000001,108.0
651,29.0,初中,男,182.9,78.9,重,离异,父母健在,有多个子女,平原,通畅,轻风,雾,大,0.818,98.0
652,31.0,初中,男,160.0,66.2,轻,丧偶,有一父或一母,没有孩子,平原,通畅,烈风,霜冻,中,0.278,123.0
655,33.0,高中及以上,男,185.4,101.2,轻,已婚,父母健在,有多个子女,平原,通畅,狂风,多云,大,0.38,98.0
656,34.0,高中及以上,男,180.3,130.6,中,丧偶,有一父或一母,有多个子女,平原,通畅,大风,小雪,小,0.578,108.0
657,40.0,高中及以上,男,177.8,117.9,重,未婚,父母健在,没有孩子,平原,堵车,软风,冻雨,大,0.49700000000000005,109.0
661,38.0,初中,男,160.0,65.8,重,丧偶,父母双亡,有多个子女,平原,通畅,和风,冰雹,中,0.284,101.0
663,31.0,高中及以上,男,177.8,97.1,重,未婚,有一父或一母,没有孩子,有山,通畅,疾风,雨夹雪,小,0.096,117.0
666,29.0,高中及以上,男,167.6,76.7,轻,已婚,父母健在,有一子女,有山,堵车,狂风,阴天,大,0.39299999999999996,124.0
668,22.0,初中,男,172.7,68.9,轻,离异,父母双亡,有多个子女,有山,通畅,台风,雷阵雨,大,0.629,125.0
669,25.0,初中,男,167.6,78.9,重,丧偶,父母双亡,没有孩子,平原,通畅,大风,小雪,小,0.107,106.0
670,32.0,初中,男,175.3,101.2,中,未婚,父母健在,没有孩子,有山,通畅,狂风,阴天,小,0.313,125.0
672,21.0,初中,男,175.3,93.9,轻,已婚,父母双亡,有一子女,有山,通畅,劲风,雾,小,0.8140000000000001,122.0
678,20.0,高中及以上,男,175.3,59.9,重,丧偶,有一父或一母,有一子女,平原,堵车,强风,大雨,中,0.02,121.0
683,23.0,初中,男,180.3,63.0,重,已婚,父母双亡,有一子女,有山,堵车,软风,多云,大,0.363,109.0
685,23.0,初中,男,172.7,83.5,中,已婚,有一父或一母,有一子女,平原,堵车,无风,冰雹,中,0.182,105.0
687,39.0,高中及以上,男,177.8,77.1,轻,已婚,父母双亡,没有孩子,有山,堵车,疾风,雷阵雨,大,0.261,114.0
695,27.0,初中,男,170.2,81.6,中,已婚,父母健在,有一子女,平原,通畅,台风,多云,小,0.031,94.0
696,19.0,初中,男,172.7,70.8,中,已婚,父母健在,有一子女,平原,通畅,轻风,暴雨,小,0.33,115.0
700,29.0,高中及以上,男,175.3,73.5,中,已婚,父母双亡,有一子女,平原,通畅,台风,冻雨,中,0.14800000000000002,104.0
701,36.0,高中及以上,男,188.0,94.8,轻,丧偶,父母健在,有多个子女,平原,堵车,轻风,中雪,小,0.49700000000000005,126.0
704,30.0,高中及以上,男,172.7,75.7,轻,丧偶,父母双亡,有一子女,平原,通畅,软风,雷阵雨,小,0.501,96.0
705,37.0,高中及以上,男,180.3,103.9,重,已婚,有一父或一母,有一子女,平原,堵车,轻风,雾,中,0.07400000000000001,108.0
706,36.0,高中及以上,男,175.3,104.3,中,已婚,父母健在,没有孩子,有山,通畅,劲风,大雨,中,0.063,109.0
709,22.0,初中,男,170.2,83.5,中,未婚,有一父或一母,没有孩子,有山,堵车,暴风,雨夹雪,中,0.28800000000000003,96.0
711,39.0,高中及以上,男,170.2,97.5,重,已婚,父母健在,有多个子女,有山,堵车,劲风,霜冻,中,0.7929999999999999,102.0
713,23.0,高中及以上,男,170.2,93.0,重,未婚,父母健在,没有孩子,有山,通畅,台风,雨夹雪,小,0.99,95.0
714,31.0,初中,男,172.7,78.5,中,已婚,有一父或一母,有多个子女,有山,通畅,软风,小雪,大,0.578,95.0
717,24.0,初中,男,180.3,88.0,轻,丧偶,父母健在,有多个子女,有山,堵车,强风,中雪,大,0.293,105.0
718,22.0,初中,男,172.7,76.7,中,离异,父母双亡,没有孩子,平原,通畅,无风,雾,中,0.424,103.0
720,19.0,高中及以上,男,167.6,74.4,中,丧偶,有一父或一母,有一子女,有山,通畅,微风,中雪,中,0.8009999999999999,111.0
722,21.0,初中,男,160.0,77.6,中,已婚,父母健在,没有孩子,有山,通畅,轻风,大到暴雪,大,0.509,108.0
723,25.0,初中,男,175.3,71.2,重,已婚,父母健在,有一子女,平原,通畅,台风,冻雨,中,0.655,126.0
726,41.0,初中,男,165.1,74.8,中,已婚,父母健在,没有孩子,平原,堵车,烈风,多云,中,0.317,125.0
728,39.0,高中及以上,男,190.5,92.5,轻,未婚,父母双亡,没有孩子,有山,堵车,劲风,暴雨,大,0.038,100.0
729,30.0,初中,男,175.3,68.0,重,离异,父母双亡,有一子女,有山,堵车,劲风,大雨,大,0.215,99.0
732,19.0,高中及以上,男,182.9,74.8,重,离异,有一父或一母,有多个子女,有山,堵车,劲风,小雨,大,0.252,105.0
733,36.0,小学及以下,男,177.8,101.6,轻,未婚,父母健在,没有孩子,有山,堵车,和风,多云,中,0.226,123.0
738,20.0,初中,男,170.2,86.2,中,离异,父母健在,没有孩子,有山,通畅,强风,中雨,大,0.384,108.0
739,23.0,高中及以上,男,170.2,88.5,轻,离异,有一父或一母,有多个子女,有山,堵车,和风,晴,大,0.37,103.0
741,44.0,初中,男,172.7,76.2,中,离异,父母双亡,没有孩子,平原,堵车,劲风,暴雨,大,0.204,107.0
744,22.0,高中及以上,男,177.8,101.6,中,离异,父母健在,有多个子女,有山,通畅,轻风,中雨,中,0.022000000000000002,120.0
745,26.0,初中,男,154.9,103.0,重,离异,有一父或一母,有多个子女,有山,通畅,软风,大雨,小,0.619,97.0
747,29.0,初中,男,175.3,59.4,轻,离异,有一父或一母,没有孩子,有山,堵车,软风,冻雨,中,0.64,109.0
748,23.0,高中及以上,男,170.2,91.2,轻,未婚,父母双亡,没有孩子,平原,堵车,劲风,雷阵雨,中,0.659,95.0
749,40.0,高中及以上,男,180.3,79.4,中,已婚,父母双亡,没有孩子,有山,堵车,劲风,中雨,小,0.099,123.0
751,25.0,高中及以上,男,175.3,130.6,重,已婚,父母健在,有一子女,平原,堵车,劲风,多云,中,0.201,120.0
752,51.0,高中及以上,男,175.3,89.8,轻,已婚,父母健在,没有孩子,平原,通畅,暴风,小雨,小,0.096,107.0
754,29.0,高中及以上,男,175.3,81.6,轻,已婚,父母健在,没有孩子,有山,通畅,轻风,小雨,中,0.812,104.0
756,25.0,初中,男,180.3,70.3,重,离异,父母双亡,有一子女,有山,堵车,烈风,阴天,小,0.36,95.0
759,24.0,高中及以上,男,177.8,74.8,轻,离异,有一父或一母,有一子女,有山,通畅,台风,中雪,小,0.162,126.0
760,25.0,高中及以上,男,182.9,81.6,中,已婚,父母双亡,有一子女,有山,通畅,无风,中雪,中,0.462,103.0
761,22.0,高中及以上,男,188.0,105.2,中,未婚,父母双亡,没有孩子,平原,堵车,狂风,中雨,大,0.728,119.0
762,18.0,初中,男,174.42525773195877,64.4,轻,丧偶,父母双亡,有多个子女,平原,堵车,疾风,大雨,小,0.525,99.0
763,38.0,初中,男,160.0,59.0,重,已婚,父母健在,有多个子女,有山,堵车,台风,小雪,大,0.581,125.0
764,26.0,小学及以下,男,172.7,62.1,中,未婚,父母健在,没有孩子,平原,通畅,台风,中雪,大,0.667,127.0
766,31.0,初中,男,175.1,70.0,轻,离异,父母健在,有一子女,有山,通畅,强风,中雪,小,0.565,128.0
767,31.0,高中及以上,男,177.8,71.7,重,未婚,父母双亡,没有孩子,平原,通畅,轻风,雷阵雨,小,0.7040000000000001,126.0
768,23.0,小学及以下,男,175.3,83.9,轻,未婚,父母双亡,没有孩子,有山,通畅,疾风,小雪,小,0.523,114.0
774,34.0,高中及以上,男,167.6,75.7,中,离异,父母双亡,没有孩子,平原,堵车,和风,霜冻,中,0.795,107.0
778,40.0,高中及以上,男,180.3,71.2,轻,丧偶,父母双亡,没有孩子,平原,堵车,狂风,雷阵雨,小,0.068,110.0
779,23.0,高中及以上,女,163.6,58.1,重,丧偶,父母双亡,有一子女,有山,通畅,和风,冻雨,大,0.077,128.0
780,25.0,初中,女,162.7,54.9,中,未婚,父母双亡,没有孩子,有山,通畅,无风,霜冻,中,0.18100000000000002,109.0
782,24.0,初中,男,182.9,144.2,重,已婚,父母健在,有多个子女,有山,通畅,台风,多云,中,0.011000000000000001,95.0
783,40.0,初中,男,185.4,98.4,重,丧偶,父母健在,有多个子女,有山,堵车,大风,小雨,小,0.894,99.0
784,39.0,高中及以上,男,187.9,97.5,轻,离异,父母双亡,有一子女,有山,通畅,烈风,多云,大,0.006,92.0
793,21.0,小学及以下,男,182.9,67.1,轻,未婚,父母双亡,没有孩子,平原,通畅,疾风,中雪,小,0.7,121.0
794,26.0,初中,男,187.9,59.4,重,离异,父母健在,有多个子女,有山,堵车,软风,小雨,小,0.226,114.0
