Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed,Result
51.0,2.0,0.0,175.3,89.8,2.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,0.757,97.0,0.6276626471280286
31.0,1.0,0.0,172.7,88.5,0.0,2.0,0.0,1.0,0.0,1.0,9.0,12.0,0.0,0.944,93.0,0.6926855138426884
31.0,2.0,0.0,177.8,100.7,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.537,100.0,0.4613697039981232
32.0,2.0,0.0,167.6,81.6,2.0,1.0,1.0,0.0,0.0,0.0,11.0,14.0,0.0,0.267,77.0,0.3705409520867574
40.0,1.0,0.0,177.8,134.3,0.0,1.0,1.0,2.0,0.0,0.0,5.0,6.0,2.0,0.8540000000000001,56.0,0.628601094764441
29.0,1.0,0.0,175.3,59.4,2.0,2.0,0.0,2.0,1.0,1.0,5.0,9.0,0.0,0.353,79.0,0.4202124463995109
36.0,0.0,0.0,177.8,101.6,0.0,2.0,1.0,2.0,1.0,1.0,12.0,2.0,2.0,0.993,106.0,0.7634567170867654
36.0,0.0,0.0,177.8,101.6,0.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,0.941,108.0,0.7032238586909698
25.0,2.0,0.0,175.3,113.4,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.065,66.0,0.14031805076367046
32.0,2.0,0.0,182.9,77.1,1.0,2.0,1.0,2.0,0.0,0.0,8.0,5.0,2.0,0.665,68.0,0.6256585727054241
46.0,2.0,0.0,182.9,85.3,0.0,1.0,2.0,0.0,0.0,1.0,5.0,15.0,2.0,0.601,71.0,0.5350184670900824
30.0,0.0,0.0,157.5,86.2,2.0,3.0,2.0,1.0,0.0,1.0,3.0,15.0,1.0,0.238,124.0,0.4142245029279743
31.0,1.0,0.0,172.7,88.5,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,0.509,85.0,0.5067521748134651
27.0,1.0,0.0,170.2,84.4,2.0,0.0,2.0,0.0,1.0,1.0,12.0,7.0,2.0,0.687,105.0,0.6069321815698807
31.0,2.0,0.0,167.6,68.0,0.0,3.0,1.0,2.0,1.0,0.0,7.0,9.0,0.0,0.8340000000000001,92.0,0.6527640996112759
26.0,1.0,0.0,187.9,59.4,2.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,1.0,0.755,106.0,0.6349997822520109
29.0,1.0,0.0,175.3,59.4,2.0,2.0,0.0,1.0,1.0,0.0,10.0,4.0,2.0,0.956,120.0,0.7169788711403781
37.0,2.0,0.0,180.3,103.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,0.725,90.0,0.54148199259892
26.0,2.0,0.0,165.1,58.5,2.0,3.0,2.0,2.0,0.0,0.0,11.0,15.0,2.0,0.7490000000000001,71.0,0.6001297886456591
19.0,2.0,0.0,167.6,74.4,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0,0.0,0.5329999999999999,108.0,0.5430350938989206
23.0,1.0,0.0,180.3,63.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,1.0,0.795,79.0,0.6262667433459259
30.0,1.0,0.0,160.0,71.7,2.0,3.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.278,116.0,0.3405371363794909
29.0,2.0,0.0,175.3,73.5,2.0,2.0,1.0,2.0,1.0,1.0,0.0,14.0,2.0,0.767,99.0,0.6895251782207414
39.0,2.0,0.0,182.9,88.9,1.0,1.0,0.0,1.0,0.0,1.0,4.0,14.0,0.0,0.34,74.0,0.3203167194475147
45.0,2.0,1.0,157.5,64.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,11.0,2.0,0.902,71.0,0.6599923061032426
25.0,1.0,0.0,175.3,71.2,2.0,0.0,2.0,0.0,1.0,1.0,8.0,11.0,0.0,0.856,101.0,0.6684301674157133
22.0,1.0,0.0,185.4,98.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,1.0,0.138,122.0,0.2661353976404162
24.0,1.0,0.0,182.9,144.2,2.0,2.0,2.0,2.0,1.0,1.0,8.0,6.0,0.0,0.319,104.0,0.5104587634825407
19.0,1.0,0.0,170.2,82.6,0.0,1.0,0.0,1.0,1.0,0.0,2.0,12.0,2.0,0.4370000000000001,103.0,0.41244181921602746
29.0,1.0,0.0,182.9,133.8,0.0,0.0,2.0,0.0,0.0,0.0,5.0,15.0,0.0,0.77,99.0,0.6345519876164454
31.0,1.0,0.0,175.1,70.0,2.0,3.0,2.0,2.0,0.0,1.0,7.0,15.0,1.0,0.31,83.0,0.4019730395005927
22.0,1.0,0.0,172.7,76.7,1.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,0.218,86.0,0.3546038436017713
38.0,1.0,0.0,160.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.635,128.0,0.540420935702372
28.0,2.0,0.0,172.7,89.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.069,89.0,0.17648272609280985
37.0,2.0,0.0,180.3,103.9,0.0,1.0,2.0,0.0,0.0,1.0,1.0,9.0,0.0,0.042,93.0,0.26064472539742417
30.0,0.0,0.0,157.5,86.2,1.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.938,83.0,0.6827247660372866
29.0,1.0,0.0,175.3,59.4,2.0,3.0,0.0,0.0,1.0,0.0,9.0,6.0,1.0,0.807,92.0,0.5800579244552277
36.0,2.0,0.0,188.0,94.8,2.0,1.0,0.0,2.0,1.0,0.0,4.0,15.0,0.0,0.5579999999999999,60.0,0.4241158778821392
34.0,2.0,0.0,182.9,79.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.532,62.0,0.4126492707577233
38.0,1.0,0.0,160.0,59.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,0.0,0.903,97.0,0.6817893473193047
34.0,2.0,0.0,180.3,130.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.607,76.0,0.5431056013585626
34.0,1.0,0.0,177.8,51.7,2.0,3.0,1.0,1.0,1.0,0.0,3.0,14.0,1.0,0.914,102.0,0.6895514050679461
39.0,1.0,0.0,167.6,86.2,1.0,2.0,1.0,1.0,1.0,0.0,1.0,13.0,2.0,0.481,69.0,0.5484417490472868
39.0,1.0,0.0,167.6,86.2,2.0,3.0,2.0,1.0,1.0,0.0,6.0,13.0,1.0,0.001,122.0,0.27627986222638823
27.0,2.0,0.0,180.3,118.4,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,1.0,0.653,90.0,0.5779972739432734
22.0,1.0,0.0,172.7,76.7,2.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,2.0,0.422,126.0,0.4327699807841605
30.0,2.0,0.0,190.5,128.8,2.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,0.127,84.0,0.2991174037210356
31.0,0.0,0.0,172.7,92.1,2.0,2.0,0.0,1.0,0.0,0.0,4.0,10.0,1.0,0.7440000000000001,91.0,0.6169712413470192
20.0,1.0,0.0,185.4,91.2,1.0,3.0,2.0,1.0,1.0,1.0,11.0,2.0,0.0,0.28300000000000003,116.0,0.4284119328215421
29.0,2.0,0.0,177.8,88.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,2.0,0.404,114.0,0.4881281373345833
37.0,1.0,0.0,172.7,103.9,2.0,1.0,2.0,0.0,1.0,0.0,2.0,15.0,2.0,0.893,124.0,0.6995659725740488
39.0,2.0,0.0,170.2,97.5,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.624,88.0,0.56326320510649
37.0,2.0,0.0,180.3,103.9,1.0,1.0,2.0,2.0,0.0,1.0,12.0,6.0,0.0,0.394,62.0,0.4211589233275537
32.0,2.0,0.0,182.9,77.1,0.0,2.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.205,87.0,0.3485128504458946
25.0,1.0,0.0,167.6,78.9,2.0,2.0,2.0,0.0,0.0,1.0,2.0,14.0,1.0,0.064,94.0,0.36496328772932535
46.0,1.0,0.0,188.0,86.2,1.0,2.0,0.0,1.0,1.0,0.0,5.0,14.0,1.0,0.33,84.0,0.4140588055907693
24.0,1.0,0.0,167.6,67.6,0.0,3.0,2.0,1.0,1.0,1.0,4.0,6.0,0.0,0.8370000000000001,61.0,0.6264490460792688
51.0,2.0,0.0,175.3,89.8,1.0,3.0,2.0,0.0,1.0,1.0,9.0,3.0,0.0,0.534,114.0,0.5498037534232343
22.0,1.0,0.0,177.8,71.2,1.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,2.0,0.56,99.0,0.471890787854297
39.0,2.0,0.0,190.5,92.5,1.0,2.0,1.0,2.0,1.0,0.0,9.0,5.0,2.0,0.621,62.0,0.6022370936111263
21.0,2.0,0.0,185.4,68.0,1.0,3.0,2.0,0.0,0.0,0.0,11.0,8.0,1.0,0.56,72.0,0.5168265733116627
34.0,1.0,0.0,182.9,81.6,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,0.197,119.0,0.2972952585222974
31.0,0.0,0.0,172.7,92.1,1.0,2.0,1.0,2.0,0.0,0.0,2.0,10.0,0.0,0.738,64.0,0.6502316867204507
40.0,1.0,0.0,177.8,134.3,1.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,2.0,0.614,88.0,0.5588091860795095
20.0,2.0,0.0,175.3,81.2,2.0,1.0,0.0,2.0,0.0,0.0,3.0,15.0,1.0,0.149,129.0,0.2824569208308253
41.0,1.0,0.0,165.1,74.8,2.0,1.0,2.0,0.0,1.0,1.0,7.0,8.0,2.0,0.8320000000000001,96.0,0.6554531552538767
22.0,1.0,0.0,170.2,63.5,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.74,124.0,0.5830030239332809
36.0,2.0,0.0,175.3,104.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.5589999999999999,80.0,0.525096014654094
24.0,1.0,0.0,180.3,81.6,1.0,1.0,2.0,2.0,1.0,0.0,9.0,15.0,0.0,0.217,113.0,0.3889395793485246
30.0,2.0,0.0,190.5,128.8,2.0,1.0,1.0,1.0,0.0,0.0,9.0,12.0,1.0,0.24,80.0,0.3592286658102707
32.0,1.0,0.0,170.2,104.8,1.0,3.0,1.0,2.0,0.0,1.0,11.0,10.0,2.0,0.239,108.0,0.39469560398242304
25.0,2.0,0.0,175.3,130.6,1.0,3.0,0.0,1.0,1.0,1.0,10.0,9.0,2.0,0.958,64.0,0.6161034072315449
29.0,2.0,0.0,177.8,88.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,4.0,2.0,0.647,85.0,0.5703557755212082
23.0,1.0,0.0,172.7,83.5,2.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,0.272,81.0,0.37849343757838827
23.0,2.0,0.0,170.2,93.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.402,121.0,0.4159626663226172
28.0,2.0,0.0,167.6,92.5,1.0,3.0,0.0,2.0,0.0,1.0,8.0,13.0,1.0,0.274,75.0,0.282686959104026
27.0,2.0,0.0,180.3,118.4,1.0,3.0,0.0,2.0,1.0,1.0,6.0,11.0,1.0,0.987,124.0,0.6791582784857269
36.0,1.0,0.0,162.6,87.5,2.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,0.7829999999999999,93.0,0.6342233338719904
25.0,2.0,0.0,170.2,63.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.0,0.0,0.123,115.0,0.3385465369921629
35.0,2.0,0.0,177.8,63.5,2.0,1.0,1.0,2.0,0.0,1.0,4.0,8.0,0.0,0.21600000000000005,107.0,0.3807187737146903
40.0,2.0,0.0,177.8,117.9,2.0,0.0,2.0,0.0,1.0,0.0,12.0,14.0,2.0,0.746,59.0,0.587211949875778
28.0,2.0,0.0,172.7,89.8,0.0,1.0,1.0,0.0,1.0,1.0,6.0,7.0,2.0,0.585,108.0,0.566429604645901
20.0,1.0,0.0,170.2,86.2,0.0,1.0,0.0,2.0,1.0,1.0,9.0,3.0,1.0,0.746,110.0,0.5716026428916893
24.0,1.0,0.0,185.4,81.6,2.0,2.0,2.0,1.0,1.0,1.0,5.0,10.0,2.0,0.233,97.0,0.4597151135446756
23.0,1.0,0.0,172.7,114.3,0.0,3.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.762,96.0,0.5644227424324755
26.0,1.0,0.0,154.9,103.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,15.0,2.0,0.932,119.0,0.6551678712018505
46.0,1.0,0.0,188.0,86.2,0.0,1.0,0.0,1.0,1.0,1.0,3.0,11.0,0.0,0.725,64.0,0.5133368035379546
46.0,2.0,0.0,182.9,85.3,0.0,3.0,1.0,0.0,0.0,0.0,8.0,10.0,0.0,0.833,58.0,0.6221161598175203
40.0,1.0,0.0,174.42525773195874,105.2,1.0,1.0,0.0,1.0,0.0,0.0,10.0,12.0,0.0,0.953,60.0,0.6103318263803179
22.0,2.0,0.0,188.0,105.2,1.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.011,86.0,0.231855981750064
39.0,2.0,0.0,170.2,97.5,2.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.045,103.0,0.27637222661801103
24.0,1.0,0.0,182.9,144.2,2.0,3.0,0.0,2.0,1.0,1.0,10.0,11.0,2.0,0.643,62.0,0.4706850623344712
39.0,0.0,0.0,182.9,97.5,1.0,3.0,1.0,0.0,0.0,1.0,7.0,2.0,2.0,0.838,82.0,0.6455900506018611
36.0,0.0,0.0,177.8,101.6,0.0,1.0,1.0,1.0,1.0,1.0,11.0,12.0,2.0,0.823,99.0,0.6546824591948921
21.0,1.0,0.0,175.3,93.9,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.469,77.0,0.5513716717943344
21.0,2.0,0.0,180.3,73.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,3.0,2.0,0.941,108.0,0.7032238586909698
34.0,2.0,0.0,182.9,79.4,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,0.254,72.0,0.3567002700883449
35.0,2.0,0.0,177.8,63.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,0.5489999999999999,76.0,0.5159832486158368
28.0,2.0,0.0,167.6,92.5,2.0,1.0,1.0,2.0,1.0,0.0,8.0,1.0,0.0,0.305,74.0,0.3878356780094888
38.0,1.0,0.0,175.3,76.7,1.0,0.0,0.0,0.0,1.0,0.0,7.0,11.0,2.0,0.994,127.0,0.6840039960575413
23.0,2.0,0.0,170.2,88.5,2.0,3.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.526,114.0,0.5461652615141188
19.0,1.0,0.0,172.7,70.8,1.0,1.0,1.0,1.0,1.0,0.0,7.0,13.0,2.0,0.328,69.0,0.3941467232460668
45.0,2.0,1.0,157.5,64.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,13.0,2.0,0.369,68.0,0.4943870703575333
41.0,2.0,0.0,172.7,68.1,2.0,3.0,0.0,1.0,1.0,0.0,4.0,10.0,2.0,0.195,97.0,0.2657172202097704
30.0,1.0,0.0,160.0,71.7,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.47,64.0,0.3812316884165913
23.0,2.0,0.0,180.3,74.8,1.0,2.0,0.0,1.0,0.0,0.0,8.0,4.0,2.0,0.995,111.0,0.7226884981440265
34.0,1.0,0.0,188.0,99.3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,8.0,2.0,0.199,81.0,0.33712915245299546
21.0,1.0,0.0,167.6,78.9,1.0,3.0,2.0,2.0,1.0,1.0,9.0,15.0,1.0,0.914,68.0,0.6618508051076704
31.0,1.0,0.0,175.1,70.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,13.0,2.0,0.21,126.0,0.4015537464255205
24.0,2.0,0.0,182.9,63.5,2.0,2.0,2.0,2.0,1.0,0.0,7.0,9.0,0.0,0.312,84.0,0.4844632702184736
21.0,1.0,0.0,174.42525773195874,81.2,0.0,2.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,0.374,77.0,0.4289424860951233
20.0,2.0,0.0,175.3,59.9,0.0,3.0,0.0,1.0,0.0,1.0,7.0,5.0,2.0,0.785,98.0,0.5765303888947257
27.0,2.0,0.0,167.6,70.3,2.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.226,57.0,0.3206756323217519
31.0,0.0,0.0,180.3,79.4,1.0,2.0,0.0,0.0,0.0,1.0,8.0,11.0,0.0,0.5820000000000001,103.0,0.5599772202493635
21.0,1.0,0.0,167.6,78.9,0.0,3.0,2.0,1.0,0.0,1.0,9.0,9.0,2.0,0.488,96.0,0.5088672407811989
37.0,2.0,0.0,180.3,103.9,2.0,3.0,0.0,0.0,1.0,0.0,11.0,6.0,1.0,0.034,58.0,0.10866918552128904
30.0,2.0,0.0,172.7,75.7,2.0,1.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.527,99.0,0.4550494069119242
20.0,2.0,0.0,170.2,61.2,0.0,2.0,2.0,2.0,1.0,0.0,10.0,9.0,1.0,0.618,78.0,0.6161034072315449
20.0,1.0,0.0,188.0,98.9,2.0,1.0,1.0,1.0,0.0,0.0,6.0,12.0,2.0,0.139,69.0,0.2856744901134973
40.0,2.0,0.0,180.3,71.2,2.0,0.0,2.0,0.0,1.0,1.0,11.0,8.0,0.0,0.7340000000000001,73.0,0.5957933394888824
29.0,2.0,0.0,175.3,85.3,0.0,1.0,0.0,1.0,0.0,0.0,8.0,10.0,2.0,0.483,59.0,0.3820433235022208
46.0,1.0,0.0,188.0,86.2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.695,120.0,0.6814145542094389
33.0,2.0,0.0,185.4,113.4,0.0,1.0,0.0,2.0,0.0,1.0,11.0,5.0,1.0,0.392,126.0,0.4167892972596907
39.0,2.0,0.0,182.9,88.9,2.0,2.0,1.0,0.0,0.0,1.0,10.0,4.0,1.0,0.012,68.0,0.3002551387065356
29.0,2.0,0.0,154.9,72.6,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,0.92,108.0,0.6962576726866815
33.0,2.0,0.0,185.4,101.2,2.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,1.0,0.029,94.0,0.2541552272082744
35.0,2.0,0.0,175.3,68.0,0.0,2.0,1.0,2.0,0.0,1.0,12.0,9.0,0.0,0.718,85.0,0.6607817503677137
39.0,0.0,0.0,182.9,97.5,0.0,1.0,0.0,1.0,0.0,1.0,12.0,2.0,1.0,0.753,59.0,0.5211738508624126
24.0,1.0,0.0,185.4,81.6,0.0,0.0,1.0,0.0,1.0,0.0,2.0,12.0,0.0,0.866,124.0,0.6904943675990818
24.0,1.0,0.0,165.1,73.9,2.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,0.5579999999999999,108.0,0.4813193321394241
33.0,2.0,0.0,185.4,113.4,2.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,2.0,0.4,93.0,0.3795210616076392
33.0,2.0,0.0,185.4,113.4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.665,92.0,0.5851443084650447
19.0,1.0,0.0,170.2,83.5,2.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,0.868,87.0,0.6610633410484468
24.0,1.0,0.0,172.7,90.7,0.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,0.02,60.0,0.2940556178918172
27.0,2.0,0.0,167.6,70.3,2.0,1.0,1.0,1.0,0.0,1.0,9.0,4.0,2.0,0.303,121.0,0.4450014087481445
20.0,1.0,0.0,172.7,83.5,0.0,0.0,2.0,0.0,1.0,1.0,8.0,14.0,2.0,0.018000000000000002,126.0,0.29195307761735384
29.0,1.0,0.0,182.9,133.8,0.0,0.0,2.0,0.0,0.0,1.0,12.0,6.0,1.0,0.947,119.0,0.7133883459229705
25.0,2.0,0.0,182.9,81.6,1.0,2.0,2.0,1.0,0.0,0.0,1.0,8.0,2.0,0.855,106.0,0.7234043036525358
21.0,1.0,0.0,160.0,77.6,1.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,0.591,73.0,0.5325156472785011
24.0,1.0,0.0,165.1,73.9,0.0,1.0,2.0,1.0,0.0,0.0,9.0,7.0,0.0,0.451,125.0,0.5231377027243925
30.0,1.0,1.0,160.0,85.7,0.0,0.0,2.0,0.0,0.0,1.0,2.0,9.0,1.0,0.933,79.0,0.6777550693595905
43.0,1.0,0.0,170.2,99.8,2.0,2.0,2.0,0.0,0.0,0.0,5.0,12.0,1.0,0.693,113.0,0.6750426598868265
32.0,2.0,0.0,167.6,81.6,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.826,80.0,0.5762966772958871
51.0,2.0,0.0,175.3,89.8,2.0,1.0,2.0,2.0,1.0,0.0,9.0,1.0,1.0,0.515,59.0,0.4802044738809091
21.0,1.0,0.0,174.42525773195874,81.2,0.0,0.0,2.0,0.0,0.0,1.0,12.0,9.0,0.0,0.664,106.0,0.5983673127230866
20.0,1.0,0.0,165.1,83.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,10.0,1.0,0.104,105.0,0.3141110616020746
32.0,0.0,0.0,172.7,72.1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.544,69.0,0.5058225836655549
30.0,2.0,0.0,190.5,128.8,0.0,2.0,1.0,1.0,1.0,1.0,10.0,4.0,2.0,0.326,102.0,0.51160397582943
31.0,2.0,0.0,177.8,97.1,1.0,2.0,2.0,2.0,1.0,0.0,11.0,6.0,0.0,0.809,109.0,0.7110725360184426
24.0,1.0,0.0,167.6,67.6,0.0,2.0,2.0,2.0,0.0,1.0,0.0,6.0,1.0,0.086,90.0,0.3721358508581514
22.0,1.0,0.0,172.7,68.9,0.0,0.0,2.0,0.0,1.0,0.0,12.0,15.0,2.0,0.544,65.0,0.5013441846709897
20.0,1.0,0.0,172.7,83.5,0.0,0.0,1.0,0.0,1.0,0.0,9.0,15.0,2.0,0.435,95.0,0.4817418026933202
20.0,1.0,0.0,185.4,91.2,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,0.464,85.0,0.4846928254502061
46.0,1.0,0.0,188.0,86.2,2.0,3.0,0.0,0.0,1.0,1.0,3.0,5.0,2.0,0.545,84.0,0.4464438045708278
22.0,1.0,0.0,177.8,71.2,1.0,2.0,2.0,0.0,1.0,1.0,10.0,5.0,1.0,0.996,102.0,0.7617620945230412
34.0,1.0,0.0,188.0,99.3,2.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.589,121.0,0.5111978178302046
31.0,2.0,0.0,177.8,71.7,2.0,3.0,0.0,2.0,1.0,1.0,6.0,4.0,0.0,0.065,93.0,0.17977484108347636
46.0,1.0,0.0,188.0,86.2,2.0,2.0,2.0,1.0,0.0,1.0,8.0,13.0,1.0,0.7020000000000001,114.0,0.6790235696081801
25.0,1.0,0.0,170.2,68.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,10.0,1.0,0.578,117.0,0.5014190463184446
47.0,2.0,0.0,193.0,81.2,2.0,1.0,2.0,2.0,1.0,1.0,9.0,4.0,0.0,0.059,78.0,0.2499411129350674
29.0,2.0,0.0,167.6,76.7,2.0,1.0,0.0,2.0,0.0,1.0,5.0,14.0,0.0,0.618,125.0,0.5293199951226403
38.0,1.0,0.0,175.3,99.3,2.0,3.0,2.0,2.0,1.0,0.0,3.0,13.0,1.0,0.568,104.0,0.5547381908182152
38.0,1.0,0.0,175.3,99.3,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.087,75.0,0.16745783303736064
24.0,1.0,0.0,170.2,71.2,2.0,0.0,2.0,0.0,0.0,1.0,8.0,7.0,1.0,0.226,69.0,0.33673023719068346
40.0,1.0,0.0,185.4,98.4,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.459,112.0,0.5126736605493513
24.0,1.0,0.0,182.9,144.2,2.0,0.0,2.0,0.0,1.0,1.0,4.0,7.0,0.0,0.504,119.0,0.5413759644001075
31.0,1.0,0.0,172.7,88.5,2.0,0.0,0.0,0.0,1.0,1.0,10.0,6.0,0.0,0.452,98.0,0.414307341302447
25.0,2.0,0.0,175.3,113.4,0.0,1.0,0.0,2.0,0.0,0.0,9.0,8.0,1.0,0.384,95.0,0.37316920679379945
19.0,1.0,0.0,175.3,63.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,0.787,71.0,0.615699974942418
30.0,1.0,0.0,170.2,91.6,0.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,1.0,0.8220000000000001,118.0,0.7217556280836683
19.0,1.0,0.0,167.6,115.2,1.0,0.0,2.0,0.0,1.0,1.0,6.0,7.0,2.0,0.477,70.0,0.4738705649198685
40.0,2.0,0.0,180.3,106.6,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.857,76.0,0.5856701471102903
28.0,2.0,0.0,160.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,11.0,0.0,0.6759999999999999,86.0,0.5141832615940773
23.0,1.0,0.0,172.7,114.3,1.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,2.0,0.285,108.0,0.3339344507922283
38.0,1.0,0.0,160.0,65.8,1.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,0.705,108.0,0.6752059220414528
24.0,2.0,0.0,180.3,78.9,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.35,107.0,0.452627616603374
51.0,2.0,0.0,170.2,88.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,14.0,0.0,0.037000000000000005,104.0,0.2729513560725032
27.0,2.0,0.0,180.3,118.4,0.0,2.0,1.0,2.0,1.0,1.0,6.0,15.0,1.0,0.304,114.0,0.5143303695787226
30.0,0.0,0.0,180.3,105.7,0.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,1.0,0.889,78.0,0.6010886910827771
32.0,2.0,0.0,167.6,81.6,2.0,1.0,2.0,1.0,1.0,1.0,6.0,12.0,1.0,0.426,124.0,0.5101259427210799
22.0,1.0,0.0,177.8,88.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.177,69.0,0.3081952355417145
39.0,1.0,0.0,167.6,86.2,0.0,1.0,2.0,1.0,0.0,0.0,3.0,6.0,1.0,0.916,72.0,0.6659332687582133
28.0,1.0,0.0,182.9,94.3,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,2.0,0.34600000000000003,121.0,0.5415880035754235
24.0,1.0,0.0,175.3,89.8,2.0,2.0,1.0,1.0,0.0,1.0,5.0,10.0,1.0,0.6809999999999999,113.0,0.6707745978990247
28.0,2.0,0.0,160.0,78.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.64,72.0,0.6193808823818595
38.0,1.0,0.0,175.3,76.7,2.0,3.0,1.0,1.0,0.0,1.0,7.0,5.0,1.0,0.994,72.0,0.6932053403720189
25.0,1.0,0.0,175.3,71.2,1.0,2.0,0.0,2.0,1.0,0.0,6.0,6.0,2.0,0.8079999999999999,66.0,0.6195041405759701
31.0,0.0,0.0,172.7,92.1,2.0,2.0,1.0,0.0,1.0,1.0,11.0,2.0,2.0,0.845,118.0,0.7288407290183327
