index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed
880,31,小学及以下,男,172.7,92.1,轻,已婚,父母健在,有多个子女,平原,通畅,轻风,大到暴雪,中,0.35600000000000004,[66 63]
881,31,初中,男,170.2,119.7,中,未婚,父母健在,没有孩子,有山,通畅,暴风,小雨,中,0.417,[57 77]
882,23,初中,男,180.3,63.0,轻,未婚,父母健在,没有孩子,平原,堵车,软风,阴天,小,0.188,[65 67]
883,23,初中,男,174.42525773195874,85.3,轻,已婚,父母健在,没有孩子,有山,堵车,烈风,小雪,大,0.281,[63 60]
884,23,初中,男,172.7,83.5,中,已婚,父母健在,没有孩子,平原,堵车,微风,雷阵雨,小,0.162,[54 70]
885,23,初中,男,165.1,96.6,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,中雨,大,0.478,[68 56]
886,39,高中及以上,男,177.8,77.1,轻,已婚,父母健在,有一子女,有山,通畅,软风,霜冻,中,0.4270000000000001,[62 66]
887,32,初中,男,170.2,104.8,轻,已婚,父母健在,没有孩子,有山,堵车,大风,雨夹雪,中,0.493,[72 50]
888,23,初中,男,172.7,114.3,重,已婚,父母健在,没有孩子,有山,堵车,无风,雷阵雨,小,0.17600000000000002,[52 51]
889,21,高中及以上,男,177.8,68.5,轻,未婚,父母健在,没有孩子,有山,堵车,轻风,晴,中,0.086,[78 70]
890,25,初中,男,170.2,68.0,重,未婚,父母健在,没有孩子,有山,通畅,微风,大雨,小,0.061,[63 78]
891,21,高中及以上,男,185.4,68.0,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,中雨,大,0.439,[54 50]
892,20,初中,男,185.4,91.2,轻,未婚,父母健在,没有孩子,平原,堵车,无风,暴雨,小,0.245,[56 55]
893,25,高中及以上,男,170.2,83.9,中,未婚,父母健在,没有孩子,平原,堵车,烈风,小雪,大,0.26,[68 65]
894,27,初中,男,170.2,81.6,中,未婚,父母健在,没有孩子,平原,通畅,软风,大雨,小,0.31,[75 70]
895,19,初中,男,172.7,70.8,重,未婚,父母健在,没有孩子,平原,堵车,大风,小雪,中,0.047,[70 70]
896,24,初中,男,165.1,73.9,重,已婚,父母健在,没有孩子,有山,堵车,轻风,中雨,小,0.205,[69 54]
897,28,高中及以上,男,165.1,79.8,重,未婚,父母健在,没有孩子,有山,通畅,微风,小雨,小,0.4370000000000001,[73 69]
898,27,高中及以上,男,167.6,65.3,中,已婚,父母健在,有多个子女,有山,通畅,狂风,雾,小,0.064,[64 77]
899,29,高中及以上,男,175.3,73.5,重,未婚,父母健在,没有孩子,有山,堵车,暴风,大雨,大,0.242,[69 58]
900,36,高中及以上,男,188.0,94.8,重,已婚,父母健在,有一子女,有山,堵车,暴风,霜冻,中,0.411,[77 67]
901,30,高中及以上,男,190.5,128.8,轻,未婚,父母健在,没有孩子,平原,通畅,大风,暴雨,中,0.292,[70 54]
902,46,初中,男,188.0,86.2,重,已婚,父母健在,有多个子女,有山,通畅,微风,雾,中,0.349,[78 68]
903,30,高中及以上,男,172.7,75.7,轻,未婚,父母健在,没有孩子,平原,通畅,和风,大到暴雪,大,0.284,[58 56]
904,37,高中及以上,男,180.3,103.9,重,已婚,父母健在,有一子女,平原,堵车,烈风,冻雨,小,0.119,[56 57]
905,36,高中及以上,男,175.3,104.3,中,已婚,父母健在,有多个子女,平原,通畅,疾风,晴,小,0.446,[61 73]
906,32,高中及以上,男,182.9,77.1,轻,未婚,父母健在,没有孩子,平原,堵车,强风,中雪,中,0.077,[64 75]
907,20,高中及以上,男,170.2,61.2,中,已婚,父母健在,有多个子女,平原,堵车,轻风,雷阵雨,小,0.25,[78 53]
908,22,初中,男,170.2,83.5,中,未婚,父母健在,没有孩子,平原,通畅,劲风,霜冻,中,0.128,[53 78]
909,30,初中,男,160.0,71.7,轻,未婚,父母健在,没有孩子,平原,堵车,无风,冰雹,大,0.324,[60 51]
910,39,高中及以上,男,170.2,97.5,中,未婚,父母健在,没有孩子,平原,堵车,劲风,小雨,中,0.08900000000000001,[76 62]
911,24,高中及以上,男,180.3,78.9,轻,已婚,父母健在,没有孩子,有山,堵车,狂风,阴天,中,0.377,[75 59]
912,23,高中及以上,男,170.2,93.0,轻,未婚,父母健在,没有孩子,有山,通畅,大风,雷阵雨,小,0.415,[60 79]
913,31,初中,男,172.7,78.5,重,已婚,父母健在,有一子女,平原,通畅,强风,霜冻,大,0.054000000000000006,[51 68]
914,19,初中,男,170.2,83.5,重,未婚,父母健在,没有孩子,平原,堵车,无风,阴天,小,0.456,[50 65]
915,27,高中及以上,男,180.3,118.4,轻,未婚,父母健在,没有孩子,有山,堵车,大风,阴天,大,0.205,[62 77]
916,24,初中,男,180.3,88.0,中,未婚,父母健在,没有孩子,有山,堵车,无风,大到暴雪,大,0.231,[55 73]
917,22,初中,男,172.7,76.7,重,已婚,父母健在,有一子女,平原,堵车,烈风,霜冻,中,0.271,[78 78]
918,24,初中,男,170.2,71.2,中,未婚,父母健在,没有孩子,平原,堵车,和风,小雨,大,0.436,[68 62]
919,19,高中及以上,男,167.6,74.4,重,已婚,父母健在,有多个子女,有山,通畅,和风,雨夹雪,小,0.392,[60 54]
920,26,高中及以上,男,165.1,58.5,中,已婚,父母健在,有一子女,有山,通畅,软风,雾,大,0.019,[61 60]
921,21,初中,男,160.0,77.6,中,未婚,父母健在,没有孩子,有山,通畅,大风,雾,小,0.138,[63 73]
922,25,初中,男,175.3,71.2,中,未婚,父母健在,没有孩子,有山,堵车,烈风,多云,大,0.311,[74 66]
923,19,初中,男,167.6,64.4,重,未婚,父母健在,没有孩子,平原,堵车,微风,多云,大,0.321,[59 52]
924,34,初中,男,182.9,81.6,中,已婚,父母健在,没有孩子,有山,通畅,微风,晴,中,0.17,[50 65]
925,41,初中,男,165.1,74.8,轻,未婚,父母健在,没有孩子,有山,通畅,劲风,小雪,小,0.44,[63 64]
926,23,初中,男,177.8,73.9,中,未婚,父母健在,没有孩子,有山,通畅,大风,晴,中,0.33,[73 67]
927,39,高中及以上,男,190.5,92.5,中,未婚,父母健在,没有孩子,平原,通畅,大风,中雪,小,0.482,[72 69]
928,30,初中,男,175.3,68.0,轻,已婚,父母健在,有多个子女,有山,堵车,暴风,冻雨,中,0.417,[71 51]
929,28,高中及以上,男,160.0,78.0,中,未婚,父母健在,没有孩子,平原,堵车,微风,小雨,中,0.285,[70 68]
930,21,初中,男,177.8,79.8,轻,未婚,父母健在,没有孩子,有山,通畅,台风,大雨,中,0.388,[79 65]
931,19,高中及以上,男,182.9,74.8,重,已婚,父母健在,没有孩子,平原,通畅,狂风,晴,大,0.052000000000000005,[68 64]
932,36,小学及以下,男,177.8,101.6,重,已婚,父母健在,有一子女,平原,通畅,疾风,阴天,大,0.235,[65 63]
933,33,高中及以上,男,185.4,113.4,轻,未婚,父母健在,没有孩子,平原,堵车,和风,雨夹雪,大,0.17,[55 66]
934,39,初中,男,167.6,86.2,轻,未婚,父母健在,没有孩子,有山,通畅,劲风,晴,小,0.209,[75 77]
935,23,初中,男,177.8,93.9,中,未婚,父母健在,没有孩子,平原,通畅,微风,雷阵雨,中,0.315,[72 78]
936,20,初中,男,180.3,99.8,重,已婚,父母健在,有一子女,平原,通畅,台风,中雪,中,0.422,[50 78]
937,20,初中,男,170.2,86.2,轻,已婚,父母健在,没有孩子,平原,堵车,轻风,冰雹,大,0.408,[69 65]
938,23,高中及以上,男,170.2,88.5,轻,未婚,父母健在,没有孩子,平原,堵车,大风,雾,小,0.047,[65 59]
939,24,高中及以上,男,182.9,63.5,中,未婚,父母健在,没有孩子,平原,通畅,暴风,小雨,大,0.226,[79 50]
940,44,初中,男,172.7,76.2,重,已婚,父母健在,没有孩子,有山,通畅,强风,小雪,小,0.045,[76 50]
941,49,初中,男,175.3,93.0,轻,已婚,父母健在,没有孩子,平原,通畅,无风,中雨,小,0.485,[51 61]
942,35,高中及以上,男,165.1,67.1,重,已婚,父母健在,没有孩子,有山,通畅,狂风,多云,中,0.393,[56 66]
943,22,高中及以上,男,177.8,101.6,中,未婚,父母健在,没有孩子,平原,堵车,软风,中雨,大,0.218,[79 66]
944,26,初中,男,154.9,103.0,轻,已婚,父母健在,有多个子女,有山,堵车,强风,雨夹雪,小,0.085,[68 55]
945,37,初中,男,172.7,103.9,中,未婚,父母健在,没有孩子,平原,通畅,强风,大雨,小,0.025,[75 71]
946,29,初中,男,175.3,59.4,中,已婚,父母健在,没有孩子,有山,通畅,强风,多云,大,0.396,[72 72]
947,23,高中及以上,男,170.2,91.2,轻,已婚,父母健在,没有孩子,有山,通畅,烈风,多云,小,0.302,[76 71]
948,40,高中及以上,男,180.3,79.4,中,未婚,父母健在,没有孩子,有山,通畅,烈风,雾,小,0.5,[72 70]
949,23,初中,男,167.6,66.7,轻,已婚,父母健在,有一子女,有山,通畅,和风,雨夹雪,大,0.231,[53 57]
950,25,高中及以上,男,175.3,130.6,重,未婚,父母健在,没有孩子,平原,通畅,大风,霜冻,小,0.471,[60 62]
951,51,高中及以上,男,175.3,89.8,重,未婚,父母健在,没有孩子,有山,通畅,无风,小雨,中,0.417,[73 66]
952,39,高中及以上,男,182.9,108.9,轻,已婚,父母健在,没有孩子,有山,通畅,软风,冰雹,小,0.06,[52 59]
953,29,高中及以上,男,175.3,81.6,重,未婚,父母健在,没有孩子,平原,通畅,微风,阴天,中,0.431,[57 74]
954,28,初中,男,182.9,94.3,重,已婚,父母健在,有一子女,平原,通畅,烈风,雷阵雨,大,0.338,[57 50]
955,25,初中,男,180.3,70.3,轻,未婚,父母健在,没有孩子,平原,通畅,和风,冰雹,中,0.117,[55 75]
956,34,初中,男,177.8,85.7,中,未婚,父母健在,没有孩子,有山,通畅,和风,多云,小,0.161,[72 75]
957,21,高中及以上,男,170.2,74.8,重,未婚,父母健在,没有孩子,有山,通畅,微风,暴雨,中,0.32299999999999995,[68 68]
958,24,高中及以上,男,177.8,74.8,重,已婚,父母健在,有多个子女,有山,堵车,大风,小雨,小,0.225,[76 69]
959,25,高中及以上,男,182.9,81.6,重,已婚,父母健在,有多个子女,有山,堵车,微风,小雪,中,0.059,[75 74]
960,22,高中及以上,男,188.0,105.2,重,未婚,父母健在,没有孩子,有山,通畅,台风,暴雨,大,0.389,[70 50]
961,18,初中,男,174.42525773195874,64.4,重,已婚,父母健在,有一子女,平原,通畅,烈风,暴雨,小,0.13,[78 70]
962,38,初中,男,160.0,59.0,重,未婚,父母健在,没有孩子,有山,堵车,和风,中雪,大,0.254,[59 62]
963,26,小学及以下,男,172.7,62.1,轻,已婚,父母健在,没有孩子,有山,堵车,狂风,阴天,中,0.369,[66 52]
964,35,高中及以上,男,175.3,68.0,中,已婚,父母健在,有多个子女,平原,堵车,大风,阴天,中,0.456,[52 52]
965,31,初中,男,175.1,70.0,中,已婚,父母健在,有多个子女,有山,通畅,疾风,雷阵雨,大,0.269,[74 69]
966,31,高中及以上,男,177.8,71.7,中,未婚,父母健在,没有孩子,平原,堵车,疾风,晴,中,0.135,[62 61]
967,23,小学及以下,男,175.3,83.9,重,未婚,父母健在,没有孩子,有山,通畅,和风,小雪,小,0.408,[72 55]
968,50,初中,男,167.6,63.9,轻,未婚,父母健在,没有孩子,平原,通畅,暴风,小雨,中,0.147,[76 51]
969,21,初中,男,172.7,83.1,重,已婚,父母健在,没有孩子,有山,堵车,台风,大到暴雪,小,0.163,[50 60]
970,38,高中及以上,男,172.7,70.8,重,已婚,父母健在,没有孩子,有山,堵车,微风,冻雨,小,0.01,[76 64]
971,34,高中及以上,男,182.9,79.4,轻,已婚,父母健在,没有孩子,平原,通畅,强风,大到暴雪,中,0.285,[50 55]
972,34,高中及以上,男,187.9,83.5,中,未婚,父母健在,没有孩子,平原,通畅,软风,雷阵雨,大,0.116,[57 57]
973,34,高中及以上,男,167.6,75.7,中,已婚,父母健在,有一子女,有山,堵车,劲风,阴天,大,0.031,[63 53]
974,28,高中及以上,男,172.7,65.8,重,未婚,父母健在,没有孩子,平原,通畅,大风,霜冻,小,0.083,[67 54]
975,46,初中,女,167.6,53.5,重,未婚,父母健在,没有孩子,平原,堵车,暴风,冰雹,小,0.102,[77 76]
976,41,高中及以上,男,172.7,68.1,轻,未婚,父母健在,没有孩子,平原,堵车,强风,雨夹雪,大,0.051,[56 64]
977,40,高中及以上,男,180.3,71.2,重,未婚,父母健在,没有孩子,有山,通畅,台风,阴天,大,0.419,[52 66]
978,23,高中及以上,女,163.6,58.1,重,未婚,父母健在,没有孩子,平原,通畅,暴风,大雨,大,0.281,[74 61]
979,25,初中,女,162.7,54.9,轻,已婚,父母健在,有多个子女,有山,堵车,烈风,中雪,中,0.284,[77 66]
980,20,高中及以上,男,170.1,61.2,中,已婚,父母健在,有多个子女,平原,通畅,烈风,多云,小,0.262,[59 56]
981,24,初中,男,182.9,144.2,中,已婚,父母健在,没有孩子,有山,堵车,轻风,大到暴雪,小,0.474,[58 56]
982,40,初中,男,185.4,98.4,重,已婚,父母健在,有一子女,平原,堵车,台风,雨夹雪,中,0.374,[54 73]
983,39,高中及以上,男,187.9,97.5,中,未婚,父母健在,没有孩子,平原,堵车,烈风,多云,大,0.396,[76 60]
984,40,高中及以上,男,180.3,106.6,轻,已婚,父母健在,没有孩子,有山,堵车,暴风,雨夹雪,中,0.485,[68 75]
985,30,初中,男,182.9,86.1,重,已婚,父母健在,有一子女,平原,通畅,狂风,冻雨,中,0.142,[74 55]
986,35,高中及以上,男,177.8,63.5,轻,未婚,父母健在,没有孩子,有山,堵车,劲风,中雨,大,0.369,[57 64]
987,25,高中及以上,男,175.3,113.4,中,已婚,父母健在,有一子女,有山,通畅,台风,小雨,中,0.385,[64 67]
988,23,高中及以上,男,177.8,90.7,重,未婚,父母健在,没有孩子,有山,通畅,暴风,雨夹雪,中,0.395,[69 59]
989,24,初中,男,185.4,81.6,轻,已婚,父母健在,有多个子女,有山,通畅,无风,霜冻,小,0.49,[62 74]
990,28,高中及以上,男,175.3,90.7,中,未婚,父母健在,没有孩子,有山,通畅,大风,冰雹,大,0.422,[68 68]
991,23,高中及以上,男,180.3,74.8,轻,未婚,父母健在,没有孩子,有山,通畅,强风,中雨,大,0.19,[69 76]
992,21,小学及以下,男,182.9,67.1,轻,未婚,父母健在,没有孩子,平原,通畅,狂风,小雨,大,0.158,[63 57]
993,26,初中,男,187.9,59.4,轻,未婚,父母健在,没有孩子,平原,堵车,大风,小雪,小,0.397,[73 52]
994,34,初中,男,177.8,51.7,中,未婚,父母健在,没有孩子,有山,通畅,轻风,多云,大,0.349,[71 51]
995,30,初中,男,165.1,80.3,中,未婚,父母健在,没有孩子,有山,通畅,烈风,晴,大,0.49,[61 55]
996,49,高中及以上,男,175.3,98.4,中,未婚,父母健在,没有孩子,平原,通畅,轻风,雾,大,0.321,[57 61]
997,29,高中及以上,男,177.8,88.0,中,未婚,父母健在,没有孩子,平原,堵车,疾风,多云,大,0.019,[70 52]
998,24,初中,男,175.3,89.8,中,已婚,父母健在,没有孩子,平原,通畅,轻风,中雪,中,0.051,[52 67]
999,31,高中及以上,男,175.3,91.6,中,未婚,父母健在,没有孩子,有山,通畅,软风,中雨,大,0.446,[50 71]
1000,29,初中,男,182.9,133.8,轻,已婚,父母健在,没有孩子,平原,通畅,大风,中雪,大,0.153,[67 59]
1001,32,小学及以下,男,172.7,72.1,中,未婚,父母健在,没有孩子,平原,堵车,劲风,大雨,大,0.228,[50 68]
1002,22,初中,男,185.4,98.0,轻,已婚,父母健在,有多个子女,平原,通畅,微风,晴,中,0.123,[69 51]
1003,51,高中及以上,男,170.2,88.0,重,未婚,父母健在,没有孩子,平原,通畅,劲风,大到暴雪,大,0.399,[79 73]
1004,24,初中,男,180.3,81.6,中,已婚,父母健在,有一子女,有山,堵车,无风,中雪,中,0.174,[59 67]
1005,21,高中及以上,男,180.3,73.0,重,已婚,父母健在,有一子女,有山,堵车,烈风,雷阵雨,中,0.214,[55 72]
1006,28,高中及以上,男,172.7,89.8,轻,已婚,父母健在,有一子女,平原,堵车,无风,晴,小,0.092,[78 55]
1007,46,高中及以上,男,182.9,85.3,中,未婚,父母健在,没有孩子,有山,堵车,大风,晴,大,0.177,[71 65]
1008,47,高中及以上,男,193.0,81.2,中,未婚,父母健在,没有孩子,有山,堵车,微风,多云,中,0.454,[70 51]
1009,42,高中及以上,男,177.8,89.8,轻,未婚,父母健在,没有孩子,有山,通畅,和风,中雨,大,0.204,[57 51]
1010,28,高中及以上,男,167.6,92.5,重,未婚,父母健在,没有孩子,有山,通畅,疾风,大雨,大,0.461,[59 62]
1011,34,初中,男,188.0,99.3,重,已婚,父母健在,有多个子女,有山,通畅,暴风,大雨,大,0.177,[65 57]
1012,39,高中及以上,男,182.9,88.9,中,未婚,父母健在,没有孩子,平原,堵车,狂风,多云,小,0.231,[64 75]
1013,45,初中,男,172.7,102.1,轻,未婚,父母健在,没有孩子,有山,通畅,强风,大雨,中,0.461,[50 56]
1014,21,初中,男,167.6,78.9,中,已婚,父母健在,有多个子女,有山,通畅,微风,雷阵雨,小,0.032,[77 51]
1015,24,初中,男,167.6,67.6,轻,已婚,父母健在,有多个子女,平原,堵车,烈风,大雨,中,0.465,[52 51]
1016,40,初中,男,177.8,134.3,中,已婚,父母健在,没有孩子,平原,通畅,暴风,晴,大,0.036000000000000004,[65 58]
1017,27,高中及以上,男,167.6,70.3,中,未婚,父母健在,没有孩子,平原,通畅,台风,大到暴雪,中,0.205,[58 73]
1018,30,小学及以下,男,180.3,105.7,中,已婚,父母健在,有一子女,有山,通畅,微风,晴,小,0.431,[64 53]
1019,22,初中,男,177.8,88.0,轻,已婚,父母健在,有一子女,平原,通畅,无风,雾,大,0.484,[68 69]
1020,20,初中,男,167.6,70.8,中,已婚,父母健在,有多个子女,有山,通畅,烈风,小雪,中,0.235,[60 68]
1021,20,初中,男,165.1,83.0,中,未婚,父母健在,没有孩子,平原,通畅,无风,小雨,中,0.374,[61 70]
1022,22,初中,男,170.2,63.5,重,已婚,父母健在,有多个子女,有山,堵车,狂风,中雨,中,0.443,[54 75]
1023,20,高中及以上,男,175.3,81.2,重,已婚,父母健在,有一子女,有山,通畅,轻风,雨夹雪,中,0.436,[78 63]
1024,22,初中,男,177.8,71.2,轻,未婚,父母健在,没有孩子,有山,堵车,和风,多云,大,0.303,[65 75]
1025,31,高中及以上,男,177.8,100.7,轻,未婚,父母健在,没有孩子,有山,通畅,疾风,大到暴雪,大,0.16399999999999998,[54 67]
1026,31,初中,男,172.7,88.5,轻,已婚,父母健在,没有孩子,有山,通畅,疾风,晴,大,0.485,[75 74]
1027,39,小学及以下,男,182.9,97.5,重,未婚,父母健在,没有孩子,平原,通畅,疾风,雾,大,0.109,[78 53]
1028,40,初中,男,174.42525773195874,105.2,轻,未婚,父母健在,没有孩子,平原,通畅,台风,雾,大,0.425,[73 74]
1029,19,初中,男,167.6,115.2,重,已婚,父母健在,有多个子女,有山,堵车,微风,小雪,小,0.146,[68 77]
1030,30,初中,女,160.0,85.7,重,未婚,父母健在,没有孩子,有山,通畅,台风,冻雨,中,0.16899999999999998,[55 70]
1031,27,初中,男,170.2,84.4,中,未婚,父母健在,没有孩子,平原,堵车,狂风,暴雨,中,0.107,[57 61]
1032,30,小学及以下,男,157.5,86.2,轻,已婚,父母健在,有一子女,有山,堵车,烈风,阴天,小,0.13699999999999998,[66 61]
1033,36,初中,男,175.3,88.5,重,已婚,父母健在,没有孩子,平原,通畅,疾风,冻雨,大,0.124,[64 67]
1034,19,初中,男,170.2,82.6,中,未婚,父母健在,没有孩子,平原,通畅,疾风,阴天,大,0.081,[52 73]
1035,19,初中,男,175.3,63.0,中,未婚,父母健在,没有孩子,有山,通畅,微风,冻雨,中,0.415,[69 77]
1036,45,高中及以上,女,157.5,64.0,重,未婚,父母健在,没有孩子,平原,通畅,大风,晴,中,0.34600000000000003,[70 52]
1037,38,初中,男,175.3,76.7,轻,未婚,父母健在,没有孩子,有山,通畅,无风,雾,中,0.012,[50 66]
1038,29,高中及以上,男,175.3,85.3,轻,已婚,父母健在,没有孩子,平原,堵车,暴风,霜冻,大,0.37,[58 53]
1039,24,初中,男,172.7,90.7,重,已婚,父母健在,没有孩子,平原,堵车,无风,雨夹雪,大,0.403,[77 79]
1040,20,初中,男,170.2,66.7,重,未婚,父母健在,没有孩子,平原,堵车,轻风,冰雹,大,0.01,[73 61]
1041,41,高中及以上,男,167.6,89.8,重,已婚,父母健在,有多个子女,平原,堵车,大风,中雪,小,0.07400000000000001,[56 72]
1042,31,高中及以上,男,167.6,68.0,轻,已婚,父母健在,有多个子女,平原,通畅,轻风,小雨,小,0.19,[72 71]
1043,28,初中,男,172.7,69.4,轻,已婚,父母健在,有一子女,平原,通畅,强风,中雪,大,0.389,[54 57]
1044,37,高中及以上,女,160.0,85.3,轻,未婚,父母健在,没有孩子,平原,通畅,无风,小雪,大,0.221,[53 51]
1045,29,高中及以上,男,177.8,72.6,重,未婚,父母健在,没有孩子,平原,通畅,暴风,中雪,大,0.08,[58 62]
1046,24,高中及以上,男,172.7,69.4,轻,未婚,父母健在,没有孩子,平原,堵车,强风,多云,小,0.459,[65 79]
1047,26,小学及以下,男,170.2,80.7,轻,未婚,父母健在,没有孩子,有山,堵车,微风,小雨,大,0.252,[53 64]
1048,19,高中及以上,男,177.8,68.0,中,已婚,父母健在,没有孩子,平原,通畅,软风,大雨,中,0.078,[52 69]
1049,29,初中,男,182.9,78.9,轻,已婚,父母健在,有一子女,有山,堵车,轻风,阴天,小,0.393,[52 79]
1050,31,初中,男,160.0,66.2,轻,已婚,父母健在,有一子女,平原,堵车,强风,雷阵雨,大,0.318,[67 76]
1051,30,初中,男,175.3,73.9,轻,已婚,父母健在,没有孩子,平原,通畅,疾风,阴天,大,0.423,[76 71]
1052,25,高中及以上,男,170.2,63.0,中,未婚,父母健在,没有孩子,平原,通畅,烈风,雨夹雪,大,0.312,[79 79]
1053,33,高中及以上,男,185.4,101.2,轻,已婚,父母健在,没有孩子,有山,堵车,软风,冰雹,大,0.07200000000000001,[63 75]
1054,34,高中及以上,男,180.3,130.6,重,已婚,父母健在,没有孩子,有山,堵车,大风,阴天,小,0.393,[58 68]
1055,40,高中及以上,男,177.8,117.9,重,已婚,父母健在,有一子女,平原,堵车,和风,霜冻,大,0.236,[58 60]
1056,28,初中,男,182.9,82.6,重,未婚,父母健在,没有孩子,平原,通畅,台风,雷阵雨,小,0.182,[74 70]
1057,20,初中,男,172.7,83.5,轻,已婚,父母健在,没有孩子,有山,堵车,强风,冰雹,小,0.221,[60 71]
1058,21,初中,男,174.42525773195874,81.2,中,已婚,父母健在,没有孩子,有山,通畅,台风,雨夹雪,中,0.133,[79 69]
1059,38,初中,男,160.0,65.8,轻,未婚,父母健在,没有孩子,平原,堵车,大风,冰雹,小,0.368,[68 60]
1060,43,初中,男,170.2,99.8,中,未婚,父母健在,没有孩子,平原,通畅,劲风,冰雹,小,0.237,[55 61]
1061,31,高中及以上,男,177.8,97.1,中,未婚,父母健在,没有孩子,平原,通畅,无风,大到暴雪,小,0.044,[66 70]
1062,30,初中,男,170.2,91.6,中,未婚,父母健在,没有孩子,有山,堵车,轻风,雾,小,0.478,[70 68]
1063,36,初中,男,162.6,87.5,中,未婚,父母健在,没有孩子,有山,堵车,疾风,中雪,大,0.266,[56 52]
1064,29,高中及以上,男,167.6,76.7,轻,已婚,父母健在,有一子女,平原,堵车,微风,大到暴雪,中,0.479,[79 68]
1065,32,高中及以上,男,167.6,81.6,轻,未婚,父母健在,没有孩子,平原,通畅,无风,暴雨,小,0.305,[66 62]
1066,22,初中,男,172.7,68.9,轻,未婚,父母健在,没有孩子,有山,通畅,台风,小雪,大,0.136,[57 70]
1067,25,初中,男,167.6,78.9,轻,未婚,父母健在,没有孩子,平原,堵车,微风,小雪,中,0.337,[53 64]
1068,32,初中,男,175.3,101.2,中,未婚,父母健在,没有孩子,有山,通畅,和风,晴,中,0.488,[67 57]
1069,20,初中,男,188.0,87.5,中,已婚,父母健在,没有孩子,有山,堵车,和风,中雨,中,0.189,[74 71]
1070,21,初中,男,175.3,93.9,重,未婚,父母健在,没有孩子,平原,通畅,暴风,中雪,小,0.131,[51 69]
1071,38,初中,男,175.3,99.3,重,已婚,父母健在,没有孩子,平原,通畅,暴风,冰雹,中,0.093,[61 71]
1072,34,高中及以上,男,174.42525773195874,109.3,中,已婚,父母健在,有多个子女,平原,堵车,疾风,晴,小,0.277,[55 52]
1073,20,初中,男,188.0,98.9,中,已婚,父母健在,有多个子女,有山,通畅,狂风,晴,小,0.104,[72 51]
1074,39,高中及以上,男,165.1,83.0,重,未婚,父母健在,没有孩子,平原,通畅,暴风,雨夹雪,中,0.468,[75 54]
1075,29,高中及以上,男,154.9,72.6,轻,已婚,父母健在,有多个子女,平原,堵车,强风,冻雨,小,0.209,[59 73]
1076,20,高中及以上,男,175.3,59.9,重,未婚,父母健在,没有孩子,有山,通畅,和风,中雪,大,0.191,[76 69]
1077,25,初中,男,167.6,68.0,重,已婚,父母健在,有一子女,有山,堵车,台风,冻雨,大,0.135,[71 65]
1078,31,小学及以下,男,180.3,79.4,重,未婚,父母健在,没有孩子,平原,通畅,疾风,冻雨,大,0.046,[64 73]
1079,31,小学及以下,男,172.7,92.1,中,未婚,父母健在,没有孩子,平原,堵车,台风,冰雹,中,0.477,[67 69]
1080,31,初中,男,170.2,119.7,轻,未婚,父母健在,没有孩子,平原,堵车,微风,中雪,大,0.397,[61 64]
1081,23,初中,男,180.3,63.0,中,已婚,父母健在,没有孩子,有山,堵车,狂风,大到暴雪,大,0.087,[56 68]
1082,23,初中,男,174.42525773195874,85.3,中,未婚,父母健在,没有孩子,平原,堵车,轻风,中雪,中,0.465,[76 67]
1083,23,初中,男,172.7,83.5,轻,已婚,父母健在,有一子女,平原,堵车,无风,大到暴雪,大,0.274,[55 66]
1084,23,初中,男,165.1,96.6,中,已婚,父母健在,有一子女,平原,堵车,疾风,中雨,小,0.4270000000000001,[63 72]
1085,39,高中及以上,男,177.8,77.1,中,已婚,父母健在,没有孩子,有山,通畅,疾风,冻雨,大,0.086,[75 59]
1086,32,初中,男,170.2,104.8,轻,未婚,父母健在,没有孩子,平原,堵车,微风,雷阵雨,中,0.21,[61 67]
1087,23,初中,男,172.7,114.3,中,已婚,父母健在,没有孩子,平原,堵车,大风,暴雨,小,0.441,[79 69]
1088,21,高中及以上,男,177.8,68.5,中,已婚,父母健在,有多个子女,有山,堵车,疾风,暴雨,中,0.078,[59 70]
1089,25,初中,男,170.2,68.0,重,未婚,父母健在,没有孩子,平原,通畅,软风,大雨,小,0.091,[61 61]
1090,21,高中及以上,男,185.4,68.0,轻,未婚,父母健在,没有孩子,有山,堵车,微风,大雨,小,0.056,[77 51]
1091,20,初中,男,185.4,91.2,重,已婚,父母健在,没有孩子,平原,通畅,轻风,中雪,小,0.179,[53 53]
1092,25,高中及以上,男,170.2,83.9,重,已婚,父母健在,有一子女,有山,堵车,强风,暴雨,大,0.294,[65 61]
1093,27,初中,男,170.2,81.6,轻,已婚,父母健在,没有孩子,平原,通畅,无风,阴天,大,0.385,[68 64]
1094,19,初中,男,172.7,70.8,轻,未婚,父母健在,没有孩子,有山,通畅,和风,晴,大,0.14,[78 72]
1095,24,初中,男,165.1,73.9,轻,已婚,父母健在,有一子女,平原,堵车,台风,雨夹雪,中,0.267,[78 75]
1096,28,高中及以上,男,165.1,79.8,重,未婚,父母健在,没有孩子,有山,通畅,强风,阴天,中,0.4370000000000001,[57 61]
1097,27,高中及以上,男,167.6,65.3,轻,未婚,父母健在,没有孩子,有山,堵车,大风,晴,小,0.312,[59 52]
