index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed,Result
842,41,高中及以上,男,167.6,89.8,轻,未婚,父母健在,没有孩子,有山,通畅,和风,雷阵雨,中,0.34600000000000003,1,危险等级1
843,31,高中及以上,男,167.6,68.0,轻,未婚,父母健在,没有孩子,平原,堵车,强风,暴雨,中,0.040999999999999995,1,危险等级0
844,28,初中,男,172.7,69.4,轻,未婚,父母健在,没有孩子,有山,通畅,轻风,雾,小,0.48,1,危险等级1
845,37,高中及以上,女,160.0,85.3,轻,已婚,父母健在,没有孩子,有山,堵车,狂风,中雨,大,0.28800000000000003,1,危险等级1
846,29,高中及以上,男,177.8,72.6,中,已婚,父母健在,有多个子女,平原,堵车,暴风,小雨,小,0.299,1,危险等级1
847,24,高中及以上,男,172.7,69.4,重,已婚,父母健在,有多个子女,平原,堵车,劲风,阴天,中,0.02,1,危险等级0
848,26,小学及以下,男,170.2,80.7,重,已婚,父母健在,没有孩子,有山,堵车,大风,晴,小,0.493,1,危险等级1
849,19,高中及以上,男,177.8,68.0,轻,未婚,父母健在,没有孩子,有山,堵车,强风,雾,小,0.494,1,危险等级1
850,29,初中,男,182.9,78.9,中,已婚,父母健在,有一子女,平原,堵车,无风,霜冻,小,0.43,1,危险等级1
851,31,初中,男,160.0,66.2,中,未婚,父母健在,没有孩子,有山,通畅,无风,雷阵雨,大,0.485,1,危险等级1
852,30,初中,男,175.3,73.9,中,未婚,父母健在,没有孩子,平原,通畅,劲风,中雪,中,0.31,1,危险等级1
853,25,高中及以上,男,170.2,63.0,轻,已婚,父母健在,有一子女,有山,通畅,暴风,大雨,中,0.09,1,危险等级0
854,33,高中及以上,男,185.4,101.2,中,未婚,父母健在,没有孩子,平原,通畅,烈风,霜冻,大,0.29,1,危险等级1
855,34,高中及以上,男,180.3,130.6,中,未婚,父母健在,没有孩子,平原,堵车,狂风,雷阵雨,中,0.444,1,危险等级1
856,40,高中及以上,男,177.8,117.9,轻,未婚,父母健在,没有孩子,有山,通畅,强风,大到暴雪,中,0.213,1,危险等级1
857,28,初中,男,182.9,82.6,轻,已婚,父母健在,没有孩子,平原,通畅,台风,冻雨,中,0.192,1,危险等级1
858,20,初中,男,172.7,83.5,轻,已婚,父母健在,有一子女,平原,通畅,无风,雨夹雪,大,0.2,1,危险等级1
859,21,初中,男,174.42525773195874,81.2,中,已婚,父母健在,没有孩子,有山,通畅,狂风,大到暴雪,大,0.045,1,危险等级0
860,38,初中,男,160.0,65.8,重,已婚,父母健在,没有孩子,平原,堵车,疾风,暴雨,大,0.18899999999999997,1,危险等级1
861,43,初中,男,170.2,99.8,轻,未婚,父母健在,没有孩子,有山,通畅,轻风,雾,中,0.054000000000000006,1,危险等级0
862,31,高中及以上,男,177.8,97.1,重,未婚,父母健在,没有孩子,有山,堵车,疾风,冰雹,大,0.071,1,危险等级0
863,30,初中,男,170.2,91.6,中,已婚,父母健在,没有孩子,平原,通畅,软风,大到暴雪,大,0.14400000000000002,1,危险等级0
864,36,初中,男,162.6,87.5,轻,未婚,父母健在,没有孩子,平原,通畅,强风,多云,中,0.2,1,危险等级1
865,29,高中及以上,男,167.6,76.7,轻,未婚,父母健在,没有孩子,平原,堵车,疾风,霜冻,小,0.053,1,危险等级0
866,32,高中及以上,男,167.6,81.6,中,已婚,父母健在,有多个子女,平原,堵车,疾风,冻雨,小,0.204,1,危险等级1
867,22,初中,男,172.7,68.9,重,已婚,父母健在,有一子女,平原,通畅,劲风,中雨,中,0.128,1,危险等级0
868,25,初中,男,167.6,78.9,中,未婚,父母健在,没有孩子,有山,堵车,台风,雷阵雨,中,0.287,1,危险等级1
869,32,初中,男,175.3,101.2,重,未婚,父母健在,没有孩子,平原,堵车,无风,冻雨,中,0.21100000000000002,1,危险等级1
870,20,初中,男,188.0,87.5,中,未婚,父母健在,没有孩子,平原,通畅,软风,雾,中,0.131,1,危险等级0
871,21,初中,男,175.3,93.9,中,已婚,父母健在,有一子女,平原,通畅,微风,霜冻,小,0.023,1,危险等级0
872,38,初中,男,175.3,99.3,重,已婚,父母健在,有多个子女,平原,堵车,强风,大雨,中,0.151,1,危险等级0
873,34,高中及以上,男,174.42525773195874,109.3,中,未婚,父母健在,没有孩子,平原,堵车,强风,阴天,小,0.03,1,危险等级0
874,20,初中,男,188.0,98.9,轻,已婚,父母健在,有多个子女,平原,通畅,强风,大雨,中,0.155,1,危险等级1
875,39,高中及以上,男,165.1,83.0,轻,未婚,父母健在,没有孩子,平原,通畅,轻风,小雪,小,0.418,1,危险等级1
876,29,高中及以上,男,154.9,72.6,轻,未婚,父母健在,没有孩子,平原,通畅,暴风,小雪,中,0.156,1,危险等级1
877,20,高中及以上,男,175.3,59.9,轻,已婚,父母健在,有一子女,有山,通畅,无风,大雨,大,0.008,1,危险等级0
878,25,初中,男,167.6,68.0,重,已婚,父母健在,有一子女,有山,堵车,微风,大雨,大,0.478,1,危险等级1
879,31,小学及以下,男,180.3,79.4,轻,未婚,父母健在,没有孩子,有山,通畅,暴风,中雪,中,0.38,1,危险等级1
880,31,小学及以下,男,172.7,92.1,轻,已婚,父母健在,有多个子女,平原,通畅,轻风,大到暴雪,中,0.35600000000000004,1,危险等级1
881,31,初中,男,170.2,119.7,中,未婚,父母健在,没有孩子,有山,通畅,暴风,小雨,中,0.41700000000000004,1,危险等级1
882,23,初中,男,180.3,63.0,轻,未婚,父母健在,没有孩子,平原,堵车,软风,阴天,小,0.188,1,危险等级1
883,23,初中,男,174.42525773195874,85.3,轻,已婚,父母健在,没有孩子,有山,堵车,烈风,小雪,大,0.281,1,危险等级1
884,23,初中,男,172.7,83.5,中,已婚,父母健在,没有孩子,平原,堵车,微风,雷阵雨,小,0.162,1,危险等级1
885,23,初中,男,165.1,96.6,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,中雨,大,0.478,1,危险等级1
886,39,高中及以上,男,177.8,77.1,轻,已婚,父母健在,有一子女,有山,通畅,软风,霜冻,中,0.4270000000000001,1,危险等级1
887,32,初中,男,170.2,104.8,轻,已婚,父母健在,没有孩子,有山,堵车,大风,雨夹雪,中,0.493,1,危险等级1
888,23,初中,男,172.7,114.3,重,已婚,父母健在,没有孩子,有山,堵车,无风,雷阵雨,小,0.17600000000000002,1,危险等级1
889,21,高中及以上,男,177.8,68.5,轻,未婚,父母健在,没有孩子,有山,堵车,轻风,晴,中,0.086,1,危险等级0
890,25,初中,男,170.2,68.0,重,未婚,父母健在,没有孩子,有山,通畅,微风,大雨,小,0.061,1,危险等级0
891,21,高中及以上,男,185.4,68.0,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,中雨,大,0.439,1,危险等级1
892,20,初中,男,185.4,91.2,轻,未婚,父母健在,没有孩子,平原,堵车,无风,暴雨,小,0.245,1,危险等级1
893,25,高中及以上,男,170.2,83.9,中,未婚,父母健在,没有孩子,平原,堵车,烈风,小雪,大,0.26,1,危险等级1
894,27,初中,男,170.2,81.6,中,未婚,父母健在,没有孩子,平原,通畅,软风,大雨,小,0.31,1,危险等级1
895,19,初中,男,172.7,70.8,重,未婚,父母健在,没有孩子,平原,堵车,大风,小雪,中,0.047,1,危险等级0
896,24,初中,男,165.1,73.9,重,已婚,父母健在,没有孩子,有山,堵车,轻风,中雨,小,0.205,1,危险等级1
897,28,高中及以上,男,165.1,79.8,重,未婚,父母健在,没有孩子,有山,通畅,微风,小雨,小,0.4370000000000001,1,危险等级1
898,27,高中及以上,男,167.6,65.3,中,已婚,父母健在,有多个子女,有山,通畅,狂风,雾,小,0.064,1,危险等级0
899,29,高中及以上,男,175.3,73.5,重,未婚,父母健在,没有孩子,有山,堵车,暴风,大雨,大,0.242,1,危险等级1
900,36,高中及以上,男,188.0,94.8,重,已婚,父母健在,有一子女,有山,堵车,暴风,霜冻,中,0.41100000000000003,1,危险等级1
901,30,高中及以上,男,190.5,128.8,轻,未婚,父母健在,没有孩子,平原,通畅,大风,暴雨,中,0.292,1,危险等级1
902,46,初中,男,188.0,86.2,重,已婚,父母健在,有多个子女,有山,通畅,微风,雾,中,0.349,1,危险等级1
903,30,高中及以上,男,172.7,75.7,轻,未婚,父母健在,没有孩子,平原,通畅,和风,大到暴雪,大,0.284,1,危险等级1
904,37,高中及以上,男,180.3,103.9,重,已婚,父母健在,有一子女,平原,堵车,烈风,冻雨,小,0.11900000000000001,1,危险等级0
905,36,高中及以上,男,175.3,104.3,中,已婚,父母健在,有多个子女,平原,通畅,疾风,晴,小,0.446,1,危险等级1
906,32,高中及以上,男,182.9,77.1,轻,未婚,父母健在,没有孩子,平原,堵车,强风,中雪,中,0.077,1,危险等级0
907,20,高中及以上,男,170.2,61.2,中,已婚,父母健在,有多个子女,平原,堵车,轻风,雷阵雨,小,0.25,1,危险等级1
908,22,初中,男,170.2,83.5,中,未婚,父母健在,没有孩子,平原,通畅,劲风,霜冻,中,0.128,1,危险等级0
909,30,初中,男,160.0,71.7,轻,未婚,父母健在,没有孩子,平原,堵车,无风,冰雹,大,0.324,1,危险等级1
910,39,高中及以上,男,170.2,97.5,中,未婚,父母健在,没有孩子,平原,堵车,劲风,小雨,中,0.08900000000000001,1,危险等级0
911,24,高中及以上,男,180.3,78.9,轻,已婚,父母健在,没有孩子,有山,堵车,狂风,阴天,中,0.377,1,危险等级1
912,23,高中及以上,男,170.2,93.0,轻,未婚,父母健在,没有孩子,有山,通畅,大风,雷阵雨,小,0.415,1,危险等级1
913,31,初中,男,172.7,78.5,重,已婚,父母健在,有一子女,平原,通畅,强风,霜冻,大,0.054000000000000006,1,危险等级0
914,19,初中,男,170.2,83.5,重,未婚,父母健在,没有孩子,平原,堵车,无风,阴天,小,0.456,1,危险等级1
915,27,高中及以上,男,180.3,118.4,轻,未婚,父母健在,没有孩子,有山,堵车,大风,阴天,大,0.205,1,危险等级1
916,24,初中,男,180.3,88.0,中,未婚,父母健在,没有孩子,有山,堵车,无风,大到暴雪,大,0.231,1,危险等级1
917,22,初中,男,172.7,76.7,重,已婚,父母健在,有一子女,平原,堵车,烈风,霜冻,中,0.271,1,危险等级1
918,24,初中,男,170.2,71.2,中,未婚,父母健在,没有孩子,平原,堵车,和风,小雨,大,0.436,1,危险等级1
919,19,高中及以上,男,167.6,74.4,重,已婚,父母健在,有多个子女,有山,通畅,和风,雨夹雪,小,0.392,1,危险等级1
920,26,高中及以上,男,165.1,58.5,中,已婚,父母健在,有一子女,有山,通畅,软风,雾,大,0.019,1,危险等级0
921,21,初中,男,160.0,77.6,中,未婚,父母健在,没有孩子,有山,通畅,大风,雾,小,0.138,1,危险等级0
922,25,初中,男,175.3,71.2,中,未婚,父母健在,没有孩子,有山,堵车,烈风,多云,大,0.311,1,危险等级1
923,19,初中,男,167.6,64.4,重,未婚,父母健在,没有孩子,平原,堵车,微风,多云,大,0.321,1,危险等级1
924,34,初中,男,182.9,81.6,中,已婚,父母健在,没有孩子,有山,通畅,微风,晴,中,0.17,1,危险等级1
925,41,初中,男,165.1,74.8,轻,未婚,父母健在,没有孩子,有山,通畅,劲风,小雪,小,0.44,1,危险等级1
926,23,初中,男,177.8,73.9,中,未婚,父母健在,没有孩子,有山,通畅,大风,晴,中,0.33,1,危险等级1
927,39,高中及以上,男,190.5,92.5,中,未婚,父母健在,没有孩子,平原,通畅,大风,中雪,小,0.48200000000000004,1,危险等级1
928,30,初中,男,175.3,68.0,轻,已婚,父母健在,有多个子女,有山,堵车,暴风,冻雨,中,0.41700000000000004,1,危险等级1
929,28,高中及以上,男,160.0,78.0,中,未婚,父母健在,没有孩子,平原,堵车,微风,小雨,中,0.285,1,危险等级1
930,21,初中,男,177.8,79.8,轻,未婚,父母健在,没有孩子,有山,通畅,台风,大雨,中,0.38799999999999996,1,危险等级1
931,19,高中及以上,男,182.9,74.8,重,已婚,父母健在,没有孩子,平原,通畅,狂风,晴,大,0.052000000000000005,1,危险等级0
932,36,小学及以下,男,177.8,101.6,重,已婚,父母健在,有一子女,平原,通畅,疾风,阴天,大,0.235,1,危险等级1
933,33,高中及以上,男,185.4,113.4,轻,未婚,父母健在,没有孩子,平原,堵车,和风,雨夹雪,大,0.17,1,危险等级1
934,39,初中,男,167.6,86.2,轻,未婚,父母健在,没有孩子,有山,通畅,劲风,晴,小,0.209,1,危险等级1
935,23,初中,男,177.8,93.9,中,未婚,父母健在,没有孩子,平原,通畅,微风,雷阵雨,中,0.315,1,危险等级1
936,20,初中,男,180.3,99.8,重,已婚,父母健在,有一子女,平原,通畅,台风,中雪,中,0.42200000000000004,1,危险等级1
937,20,初中,男,170.2,86.2,轻,已婚,父母健在,没有孩子,平原,堵车,轻风,冰雹,大,0.408,1,危险等级1
938,23,高中及以上,男,170.2,88.5,轻,未婚,父母健在,没有孩子,平原,堵车,大风,雾,小,0.047,1,危险等级0
939,24,高中及以上,男,182.9,63.5,中,未婚,父母健在,没有孩子,平原,通畅,暴风,小雨,大,0.226,1,危险等级1
940,44,初中,男,172.7,76.2,重,已婚,父母健在,没有孩子,有山,通畅,强风,小雪,小,0.045,1,危险等级0
941,49,初中,男,175.3,93.0,轻,已婚,父母健在,没有孩子,平原,通畅,无风,中雨,小,0.485,1,危险等级1
942,35,高中及以上,男,165.1,67.1,重,已婚,父母健在,没有孩子,有山,通畅,狂风,多云,中,0.39299999999999996,1,危险等级1
943,22,高中及以上,男,177.8,101.6,中,未婚,父母健在,没有孩子,平原,堵车,软风,中雨,大,0.218,1,危险等级1
944,26,初中,男,154.9,103.0,轻,已婚,父母健在,有多个子女,有山,堵车,强风,雨夹雪,小,0.085,1,危险等级0
945,37,初中,男,172.7,103.9,中,未婚,父母健在,没有孩子,平原,通畅,强风,大雨,小,0.025,1,危险等级0
946,29,初中,男,175.3,59.4,中,已婚,父母健在,没有孩子,有山,通畅,强风,多云,大,0.396,1,危险等级1
947,23,高中及以上,男,170.2,91.2,轻,已婚,父母健在,没有孩子,有山,通畅,烈风,多云,小,0.302,1,危险等级1
948,40,高中及以上,男,180.3,79.4,中,未婚,父母健在,没有孩子,有山,通畅,烈风,雾,小,0.5,1,危险等级1
949,23,初中,男,167.6,66.7,轻,已婚,父母健在,有一子女,有山,通畅,和风,雨夹雪,大,0.231,1,危险等级1
950,25,高中及以上,男,175.3,130.6,重,未婚,父母健在,没有孩子,平原,通畅,大风,霜冻,小,0.47100000000000003,1,危险等级1
951,51,高中及以上,男,175.3,89.8,重,未婚,父母健在,没有孩子,有山,通畅,无风,小雨,中,0.41700000000000004,1,危险等级1
952,39,高中及以上,男,182.9,108.9,轻,已婚,父母健在,没有孩子,有山,通畅,软风,冰雹,小,0.06,1,危险等级0
953,29,高中及以上,男,175.3,81.6,重,未婚,父母健在,没有孩子,平原,通畅,微风,阴天,中,0.431,1,危险等级1
954,28,初中,男,182.9,94.3,重,已婚,父母健在,有一子女,平原,通畅,烈风,雷阵雨,大,0.33799999999999997,1,危险等级1
955,25,初中,男,180.3,70.3,轻,未婚,父母健在,没有孩子,平原,通畅,和风,冰雹,中,0.11699999999999999,1,危险等级0
956,34,初中,男,177.8,85.7,中,未婚,父母健在,没有孩子,有山,通畅,和风,多云,小,0.161,1,危险等级1
957,21,高中及以上,男,170.2,74.8,重,未婚,父母健在,没有孩子,有山,通畅,微风,暴雨,中,0.32299999999999995,1,危险等级1
958,24,高中及以上,男,177.8,74.8,重,已婚,父母健在,有多个子女,有山,堵车,大风,小雨,小,0.225,1,危险等级1
959,25,高中及以上,男,182.9,81.6,重,已婚,父母健在,有多个子女,有山,堵车,微风,小雪,中,0.059000000000000004,1,危险等级0
960,22,高中及以上,男,188.0,105.2,重,未婚,父母健在,没有孩子,有山,通畅,台风,暴雨,大,0.389,1,危险等级1
961,18,初中,男,174.42525773195874,64.4,重,已婚,父母健在,有一子女,平原,通畅,烈风,暴雨,小,0.13,1,危险等级0
962,38,初中,男,160.0,59.0,重,未婚,父母健在,没有孩子,有山,堵车,和风,中雪,大,0.254,1,危险等级1
963,26,小学及以下,男,172.7,62.1,轻,已婚,父母健在,没有孩子,有山,堵车,狂风,阴天,中,0.369,1,危险等级1
964,35,高中及以上,男,175.3,68.0,中,已婚,父母健在,有多个子女,平原,堵车,大风,阴天,中,0.456,1,危险等级1
965,31,初中,男,175.1,70.0,中,已婚,父母健在,有多个子女,有山,通畅,疾风,雷阵雨,大,0.26899999999999996,1,危险等级1
966,31,高中及以上,男,177.8,71.7,中,未婚,父母健在,没有孩子,平原,堵车,疾风,晴,中,0.135,1,危险等级0
967,23,小学及以下,男,175.3,83.9,重,未婚,父母健在,没有孩子,有山,通畅,和风,小雪,小,0.408,1,危险等级1
968,50,初中,男,167.6,63.9,轻,未婚,父母健在,没有孩子,平原,通畅,暴风,小雨,中,0.147,1,危险等级0
969,21,初中,男,172.7,83.1,重,已婚,父母健在,没有孩子,有山,堵车,台风,大到暴雪,小,0.163,1,危险等级1
970,38,高中及以上,男,172.7,70.8,重,已婚,父母健在,没有孩子,有山,堵车,微风,冻雨,小,0.01,1,危险等级0
971,34,高中及以上,男,182.9,79.4,轻,已婚,父母健在,没有孩子,平原,通畅,强风,大到暴雪,中,0.285,1,危险等级1
972,34,高中及以上,男,187.9,83.5,中,未婚,父母健在,没有孩子,平原,通畅,软风,雷阵雨,大,0.11599999999999999,1,危险等级0
973,34,高中及以上,男,167.6,75.7,中,已婚,父母健在,有一子女,有山,堵车,劲风,阴天,大,0.031,1,危险等级0
974,28,高中及以上,男,172.7,65.8,重,未婚,父母健在,没有孩子,平原,通畅,大风,霜冻,小,0.083,1,危险等级0
975,46,初中,女,167.6,53.5,重,未婚,父母健在,没有孩子,平原,堵车,暴风,冰雹,小,0.102,1,危险等级0
976,41,高中及以上,男,172.7,68.1,轻,未婚,父母健在,没有孩子,平原,堵车,强风,雨夹雪,大,0.051,1,危险等级0
977,40,高中及以上,男,180.3,71.2,重,未婚,父母健在,没有孩子,有山,通畅,台风,阴天,大,0.419,1,危险等级1
978,23,高中及以上,女,163.6,58.1,重,未婚,父母健在,没有孩子,平原,通畅,暴风,大雨,大,0.281,1,危险等级1
979,25,初中,女,162.7,54.9,轻,已婚,父母健在,有多个子女,有山,堵车,烈风,中雪,中,0.284,1,危险等级1
980,20,高中及以上,男,170.1,61.2,中,已婚,父母健在,有多个子女,平原,通畅,烈风,多云,小,0.262,1,危险等级1
981,24,初中,男,182.9,144.2,中,已婚,父母健在,没有孩子,有山,堵车,轻风,大到暴雪,小,0.474,1,危险等级1
982,40,初中,男,185.4,98.4,重,已婚,父母健在,有一子女,平原,堵车,台风,雨夹雪,中,0.374,1,危险等级1
983,39,高中及以上,男,187.9,97.5,中,未婚,父母健在,没有孩子,平原,堵车,烈风,多云,大,0.396,1,危险等级1
984,40,高中及以上,男,180.3,106.6,轻,已婚,父母健在,没有孩子,有山,堵车,暴风,雨夹雪,中,0.485,1,危险等级1
985,30,初中,男,182.9,86.1,重,已婚,父母健在,有一子女,平原,通畅,狂风,冻雨,中,0.142,1,危险等级0
986,35,高中及以上,男,177.8,63.5,轻,未婚,父母健在,没有孩子,有山,堵车,劲风,中雨,大,0.369,1,危险等级1
987,25,高中及以上,男,175.3,113.4,中,已婚,父母健在,有一子女,有山,通畅,台风,小雨,中,0.385,1,危险等级1
988,23,高中及以上,男,177.8,90.7,重,未婚,父母健在,没有孩子,有山,通畅,暴风,雨夹雪,中,0.395,1,危险等级1
989,24,初中,男,185.4,81.6,轻,已婚,父母健在,有多个子女,有山,通畅,无风,霜冻,小,0.49,1,危险等级1
990,28,高中及以上,男,175.3,90.7,中,未婚,父母健在,没有孩子,有山,通畅,大风,冰雹,大,0.42200000000000004,1,危险等级1
991,23,高中及以上,男,180.3,74.8,轻,未婚,父母健在,没有孩子,有山,通畅,强风,中雨,大,0.19,1,危险等级1
992,21,小学及以下,男,182.9,67.1,轻,未婚,父母健在,没有孩子,平原,通畅,狂风,小雨,大,0.158,1,危险等级1
993,26,初中,男,187.9,59.4,轻,未婚,父母健在,没有孩子,平原,堵车,大风,小雪,小,0.397,1,危险等级1
994,34,初中,男,177.8,51.7,中,未婚,父母健在,没有孩子,有山,通畅,轻风,多云,大,0.349,1,危险等级1
995,30,初中,男,165.1,80.3,中,未婚,父母健在,没有孩子,有山,通畅,烈风,晴,大,0.49,1,危险等级1
996,49,高中及以上,男,175.3,98.4,中,未婚,父母健在,没有孩子,平原,通畅,轻风,雾,大,0.321,1,危险等级1
997,29,高中及以上,男,177.8,88.0,中,未婚,父母健在,没有孩子,平原,堵车,疾风,多云,大,0.019,1,危险等级0
998,24,初中,男,175.3,89.8,中,已婚,父母健在,没有孩子,平原,通畅,轻风,中雪,中,0.051,1,危险等级0
999,31,高中及以上,男,175.3,91.6,中,未婚,父母健在,没有孩子,有山,通畅,软风,中雨,大,0.446,1,危险等级1
1000,29,初中,男,182.9,133.8,轻,已婚,父母健在,没有孩子,平原,通畅,大风,中雪,大,0.153,1,危险等级0
1001,32,小学及以下,男,172.7,72.1,中,未婚,父母健在,没有孩子,平原,堵车,劲风,大雨,大,0.228,1,危险等级1
1002,22,初中,男,185.4,98.0,轻,已婚,父母健在,有多个子女,平原,通畅,微风,晴,中,0.12300000000000001,1,危险等级0
1003,51,高中及以上,男,170.2,88.0,重,未婚,父母健在,没有孩子,平原,通畅,劲风,大到暴雪,大,0.39899999999999997,1,危险等级1
1004,24,初中,男,180.3,81.6,中,已婚,父母健在,有一子女,有山,堵车,无风,中雪,中,0.174,1,危险等级1
1005,21,高中及以上,男,180.3,73.0,重,已婚,父母健在,有一子女,有山,堵车,烈风,雷阵雨,中,0.214,1,危险等级1
1006,28,高中及以上,男,172.7,89.8,轻,已婚,父母健在,有一子女,平原,堵车,无风,晴,小,0.092,1,危险等级0
1007,46,高中及以上,男,182.9,85.3,中,未婚,父母健在,没有孩子,有山,堵车,大风,晴,大,0.177,1,危险等级1
1008,47,高中及以上,男,193.0,81.2,中,未婚,父母健在,没有孩子,有山,堵车,微风,多云,中,0.45399999999999996,1,危险等级1
1009,42,高中及以上,男,177.8,89.8,轻,未婚,父母健在,没有孩子,有山,通畅,和风,中雨,大,0.204,1,危险等级1
1010,28,高中及以上,男,167.6,92.5,重,未婚,父母健在,没有孩子,有山,通畅,疾风,大雨,大,0.461,1,危险等级1
1011,34,初中,男,188.0,99.3,重,已婚,父母健在,有多个子女,有山,通畅,暴风,大雨,大,0.177,1,危险等级1
1012,39,高中及以上,男,182.9,88.9,中,未婚,父母健在,没有孩子,平原,堵车,狂风,多云,小,0.231,1,危险等级1
1013,45,初中,男,172.7,102.1,轻,未婚,父母健在,没有孩子,有山,通畅,强风,大雨,中,0.461,1,危险等级1
1014,21,初中,男,167.6,78.9,中,已婚,父母健在,有多个子女,有山,通畅,微风,雷阵雨,小,0.032,1,危险等级0
1015,24,初中,男,167.6,67.6,轻,已婚,父母健在,有多个子女,平原,堵车,烈风,大雨,中,0.465,1,危险等级1
1016,40,初中,男,177.8,134.3,中,已婚,父母健在,没有孩子,平原,通畅,暴风,晴,大,0.036000000000000004,1,危险等级0
1017,27,高中及以上,男,167.6,70.3,中,未婚,父母健在,没有孩子,平原,通畅,台风,大到暴雪,中,0.205,1,危险等级1
1018,30,小学及以下,男,180.3,105.7,中,已婚,父母健在,有一子女,有山,通畅,微风,晴,小,0.431,1,危险等级1
1019,22,初中,男,177.8,88.0,轻,已婚,父母健在,有一子女,平原,通畅,无风,雾,大,0.484,1,危险等级1
1020,20,初中,男,167.6,70.8,中,已婚,父母健在,有多个子女,有山,通畅,烈风,小雪,中,0.235,1,危险等级1
1021,20,初中,男,165.1,83.0,中,未婚,父母健在,没有孩子,平原,通畅,无风,小雨,中,0.374,1,危险等级1
1022,22,初中,男,170.2,63.5,重,已婚,父母健在,有多个子女,有山,堵车,狂风,中雨,中,0.44299999999999995,1,危险等级1
1023,20,高中及以上,男,175.3,81.2,重,已婚,父母健在,有一子女,有山,通畅,轻风,雨夹雪,中,0.436,1,危险等级1
1024,22,初中,男,177.8,71.2,轻,未婚,父母健在,没有孩子,有山,堵车,和风,多云,大,0.303,1,危险等级1
1025,31,高中及以上,男,177.8,100.7,轻,未婚,父母健在,没有孩子,有山,通畅,疾风,大到暴雪,大,0.16399999999999998,1,危险等级1
1026,31,初中,男,172.7,88.5,轻,已婚,父母健在,没有孩子,有山,通畅,疾风,晴,大,0.485,1,危险等级1
1027,39,小学及以下,男,182.9,97.5,重,未婚,父母健在,没有孩子,平原,通畅,疾风,雾,大,0.109,1,危险等级0
1028,40,初中,男,174.42525773195874,105.2,轻,未婚,父母健在,没有孩子,平原,通畅,台风,雾,大,0.425,1,危险等级1
1029,19,初中,男,167.6,115.2,重,已婚,父母健在,有多个子女,有山,堵车,微风,小雪,小,0.146,1,危险等级0
1030,30,初中,女,160.0,85.7,重,未婚,父母健在,没有孩子,有山,通畅,台风,冻雨,中,0.16899999999999998,1,危险等级1
1031,27,初中,男,170.2,84.4,中,未婚,父母健在,没有孩子,平原,堵车,狂风,暴雨,中,0.107,1,危险等级0
1032,30,小学及以下,男,157.5,86.2,轻,已婚,父母健在,有一子女,有山,堵车,烈风,阴天,小,0.13699999999999998,1,危险等级0
1033,36,初中,男,175.3,88.5,重,已婚,父母健在,没有孩子,平原,通畅,疾风,冻雨,大,0.124,1,危险等级0
1034,19,初中,男,170.2,82.6,中,未婚,父母健在,没有孩子,平原,通畅,疾风,阴天,大,0.081,1,危险等级0
1035,19,初中,男,175.3,63.0,中,未婚,父母健在,没有孩子,有山,通畅,微风,冻雨,中,0.415,1,危险等级1
1036,45,高中及以上,女,157.5,64.0,重,未婚,父母健在,没有孩子,平原,通畅,大风,晴,中,0.34600000000000003,1,危险等级1
1037,38,初中,男,175.3,76.7,轻,未婚,父母健在,没有孩子,有山,通畅,无风,雾,中,0.012,1,危险等级0
1038,29,高中及以上,男,175.3,85.3,轻,已婚,父母健在,没有孩子,平原,堵车,暴风,霜冻,大,0.37,1,危险等级1
1039,24,初中,男,172.7,90.7,重,已婚,父母健在,没有孩子,平原,堵车,无风,雨夹雪,大,0.40299999999999997,1,危险等级1
1040,20,初中,男,170.2,66.7,重,未婚,父母健在,没有孩子,平原,堵车,轻风,冰雹,大,0.01,1,危险等级0
1041,41,高中及以上,男,167.6,89.8,重,已婚,父母健在,有多个子女,平原,堵车,大风,中雪,小,0.07400000000000001,1,危险等级0
1042,31,高中及以上,男,167.6,68.0,轻,已婚,父母健在,有多个子女,平原,通畅,轻风,小雨,小,0.19,1,危险等级1
1043,28,初中,男,172.7,69.4,轻,已婚,父母健在,有一子女,平原,通畅,强风,中雪,大,0.389,1,危险等级1
1044,37,高中及以上,女,160.0,85.3,轻,未婚,父母健在,没有孩子,平原,通畅,无风,小雪,大,0.221,1,危险等级1
1045,29,高中及以上,男,177.8,72.6,重,未婚,父母健在,没有孩子,平原,通畅,暴风,中雪,大,0.08,1,危险等级0
1046,24,高中及以上,男,172.7,69.4,轻,未婚,父母健在,没有孩子,平原,堵车,强风,多云,小,0.45899999999999996,1,危险等级1
1047,26,小学及以下,男,170.2,80.7,轻,未婚,父母健在,没有孩子,有山,堵车,微风,小雨,大,0.252,1,危险等级1
1048,19,高中及以上,男,177.8,68.0,中,已婚,父母健在,没有孩子,平原,通畅,软风,大雨,中,0.078,1,危险等级0
1049,29,初中,男,182.9,78.9,轻,已婚,父母健在,有一子女,有山,堵车,轻风,阴天,小,0.39299999999999996,1,危险等级1
1050,31,初中,男,160.0,66.2,轻,已婚,父母健在,有一子女,平原,堵车,强风,雷阵雨,大,0.318,1,危险等级1
1051,30,初中,男,175.3,73.9,轻,已婚,父母健在,没有孩子,平原,通畅,疾风,阴天,大,0.423,1,危险等级1
